target,person,occurrence,audio,subid,trial,leftpic,rightpic,correct,subject
C1,child,2,67_39.mp3,67,39,E1,C1,Y,12
C1,parent,1,64_03.mp3,64,3,A1,C1,Y,12
D1,child,2,66_37.mp3,66,37,D1,H1,Y,12
F1,child,1,60_02.mp3,60,2,G1,F1,Y,12
G1,child,1,40_08.mp3,40,8,G1,K1,Y,12
H1,child,2,46_37.mp3,46,37,H1,D1,Y,12
I1,child,1,48_10.mp3,48,10,B1,I1,Y,12
K1,parent,2,38_36.mp3,38,36,K1,B1,Y,12
B1,parent,2,11_38.mp3,11,38,B1,I1,Y,13
D1,child,1,73_06.mp3,73,6,D1,E1,Y,13
D1,child,2,40_31.mp3,40,31,D1,H1,Y,13
G1,child,1,52_08.mp3,52,8,E1,G1,Y,13
G1,child,2,42_37.mp3,42,37,E1,G1,Y,13
H1,child,1,05_06.mp3,5,6,E1,H1,Y,13
H1,child,2,42_39.mp3,42,39,D1,H1,Y,13
H1,parent,1,12_01.mp3,12,1,A1,H1,Y,13
I1,child,1,42_08.mp3,42,8,A1,I1,Y,13
K1,parent,2,35_36.mp3,35,36,A1,K1,Y,13
A1,child,2,55_39.mp3,55,39,A1,I1,Y,14
B1,child,1,48_08.mp3,48,8,B1,I1,Y,14
B1,child,2,70_37.mp3,70,37,B1,K1,Y,14
B1,parent,2,55_32.mp3,55,32,I1,B1,Y,14
C1,child,1,10_04.mp3,10,4,C1,A1,Y,14
C1,parent,1,57_03.mp3,57,3,E1,C1,Y,14
F1,parent,1,69_40.mp3,69,40,F1,C1,Y,14
G1,child,2,30_39.mp3,30,39,G1,K1,Y,14
H1,child,1,58_04.mp3,58,4,H1,A1,Y,14
H1,parent,2,11_34.mp3,11,34,C1,H1,Y,14
C1,child,2,32_31.mp3,32,31,A1,C1,Y,15
E1,child,1,61_35.mp3,61,35,E1,B1,Y,15
E1,child,2,66_35.mp3,66,35,E1,B1,Y,15
E1,parent,2,42_38.mp3,42,38,I1,E1,Y,15
F1,child,1,58_02.mp3,58,2,F1,K1,N,15
G1,child,2,13_37.mp3,13,37,G1,K1,Y,15
H1,parent,1,32_03.mp3,32,3,C1,H1,Y,15
I1,parent,1,32_01.mp3,32,1,E1,I1,Y,15
K1,child,1,32_06.mp3,32,6,F1,K1,Y,15
K1,parent,2,66_38.mp3,66,38,K1,F1,Y,15
A1,child,1,13_06.mp3,13,6,D1,A1,Y,16
C1,parent,1,53_09.mp3,53,9,A1,C1,Y,16
C1,parent,2,62_32.mp3,62,32,C1,I1,Y,16
E1,parent,2,40_36.mp3,40,36,I1,E1,Y,16
H1,child,1,60_08.mp3,60,8,A1,H1,N,16
H1,child,2,15_33.mp3,15,33,D1,H1,Y,16
H1,parent,1,40_07.mp3,40,7,C1,H1,Y,16
H1,parent,2,73_40.mp3,73,40,E1,H1,Y,16
K1,child,1,47_06.mp3,47,6,D1,K1,Y,16
K1,child,2,70_35.mp3,70,35,F1,K1,Y,16
A1,parent,2,45_38.mp3,45,38,A1,H1,Y,17
B1,child,1,67_10.mp3,67,10,B1,D1,Y,17
B1,parent,1,15_07.mp3,15,7,C1,B1,Y,17
C1,parent,1,69_09.mp3,69,9,I1,C1,N,17
D1,child,1,31_04.mp3,31,4,F1,D1,Y,17
D1,parent,2,13_38.mp3,13,38,E1,D1,Y,17
F1,child,2,56_39.mp3,56,39,G1,F1,Y,17
F1,parent,1,46_09.mp3,46,9,G1,F1,Y,17
H1,parent,2,67_32.mp3,67,32,D1,H1,Y,17
I1,child,2,52_33.mp3,52,33,A1,I1,Y,17
A1,parent,1,70_05.mp3,70,5,K1,A1,Y,18
B1,parent,2,21_32.mp3,21,32,I1,B1,Y,18
D1,child,1,11_35.mp3,11,35,H1,D1,Y,18
E1,parent,2,45_32.mp3,45,32,H1,E1,Y,18
G1,child,1,62_04.mp3,62,4,C1,G1,Y,18
G1,child,2,54_31.mp3,54,31,G1,C1,Y,18
G1,parent,1,27_07.mp3,27,7,G1,D1,Y,18
H1,child,2,35_31.mp3,35,31,H1,A1,Y,18
K1,child,2,67_31.mp3,67,31,B1,K1,Y,18
K1,parent,1,14_07.mp3,14,7,B1,K1,Y,18
A1,parent,2,48_40.mp3,48,40,A1,I1,Y,19
D1,parent,2,42_34.mp3,42,34,D1,K1,Y,19
E1,parent,2,44_32.mp3,44,32,E1,B1,Y,19
F1,child,1,62_08.mp3,62,8,F1,K1,Y,19
F1,parent,1,33_03.mp3,33,3,B1,F1,Y,19
G1,child,1,65_06.mp3,65,6,D1,G1,Y,19
H1,child,2,64_39.mp3,64,39,A1,H1,Y,19
I1,child,1,44_04.mp3,44,4,C1,I1,Y,19
I1,parent,2,73_36.mp3,73,36,I1,E1,Y,19
K1,child,1,43_02.mp3,43,2,F1,K1,Y,19
A1,child,2,72_39.mp3,72,39,H1,A1,Y,20
C1,parent,1,31_09.mp3,31,9,H1,C1,Y,20
D1,parent,1,59_09.mp3,59,9,D1,E1,N,20
E1,child,1,11_02.mp3,11,2,B1,E1,Y,20
E1,child,2,51_33.mp3,51,33,E1,H1,Y,20
E1,parent,1,21_01.mp3,21,1,E1,I1,Y,20
G1,child,2,07_37.mp3,7,37,G1,E1,Y,20
G1,parent,1,11_05.mp3,11,5,G1,E1,Y,20
H1,parent,2,27_38.mp3,27,38,H1,E1,Y,20
K1,child,2,20_35.mp3,20,35,D1,K1,Y,20
D1,child,2,52_39.mp3,52,39,D1,F1,Y,21
D1,parent,1,48_07.mp3,48,7,D1,F1,Y,21
D1,parent,2,54_38.mp3,54,38,D1,H1,Y,21
E1,parent,2,34_32.mp3,34,32,E1,H1,Y,21
F1,child,1,59_10.mp3,59,10,F1,K1,Y,21
F1,parent,1,36_03.mp3,36,3,F1,B1,Y,21
G1,parent,2,59_36.mp3,59,36,E1,G1,Y,21
I1,child,1,28_02.mp3,28,2,E1,I1,N,21
K1,parent,1,11_03.mp3,11,3,F1,K1,Y,21
K1,parent,2,62_36.mp3,62,36,K1,B1,Y,21
B1,parent,2,44_38.mp3,44,38,I1,B1,Y,22
C1,child,2,09_37.mp3,9,37,A1,C1,Y,22
C1,parent,1,68_01.mp3,68,1,A1,C1,N,22
C1,parent,2,04_36.mp3,4,36,C1,E1,Y,22
E1,child,1,67_06.mp3,67,6,E1,H1,Y,22
E1,parent,1,36_01.mp3,36,1,E1,A1,Y,22
F1,child,1,53_02.mp3,53,2,B1,F1,Y,22
H1,child,2,66_33.mp3,66,33,H1,A1,Y,22
H1,parent,1,59_01.mp3,59,1,H1,D1,N,22
I1,child,2,05_39.mp3,5,39,I1,C1,Y,22
A1,parent,2,07_38.mp3,7,38,K1,A1,Y,23
B1,parent,2,50_34.mp3,50,34,I1,B1,Y,23
C1,child,2,57_35.mp3,57,35,I1,C1,Y,23
F1,parent,1,55_09.mp3,55,9,F1,B1,Y,23
G1,child,1,49_08.mp3,49,8,E1,G1,Y,23
G1,child,2,73_39.mp3,73,39,K1,G1,Y,23
H1,parent,2,26_36.mp3,26,36,D1,H1,Y,23
I1,parent,1,52_07.mp3,52,7,E1,I1,Y,23
K1,child,1,72_02.mp3,72,2,D1,K1,Y,23
K1,parent,1,51_01.mp3,51,1,A1,K1,Y,23
B1,parent,2,33_36.mp3,33,36,B1,K1,Y,24
C1,parent,2,74_38.mp3,74,38,I1,C1,N,24
D1,child,2,04_37.mp3,4,37,D1,K1,Y,24
F1,child,1,13_10.mp3,13,10,B1,F1,Y,24
F1,parent,1,50_03.mp3,50,3,B1,F1,Y,24
G1,parent,2,70_32.mp3,70,32,E1,G1,Y,24
H1,child,1,72_10.mp3,72,10,E1,H1,Y,24
I1,child,1,55_04.mp3,55,4,B1,I1,Y,24
K1,child,2,10_39.mp3,10,39,B1,K1,Y,24
K1,parent,1,61_09.mp3,61,9,B1,K1,Y,24
A1,child,1,07_08.mp3,7,8,A1,H1,Y,25
A1,parent,2,50_38.mp3,50,38,H1,A1,Y,25
C1,child,1,07_02.mp3,7,2,C1,E1,Y,25
D1,child,2,30_35.mp3,30,35,K1,D1,Y,25
D1,parent,1,52_01.mp3,52,1,D1,E1,Y,25
D1,parent,2,74_34.mp3,74,34,D1,K1,Y,25
G1,parent,2,74_32.mp3,74,32,D1,G1,Y,25
H1,parent,1,75_09.mp3,75,9,H1,E1,Y,25
H1,parent,2,70_34.mp3,70,34,H1,E1,Y,25
K1,parent,1,57_05.mp3,57,5,K1,D1,Y,25
A1,child,2,12_35.mp3,12,35,K1,A1,N,26
B1,child,1,71_10.mp3,71,10,B1,I1,Y,26
C1,parent,2,10_38.mp3,10,38,C1,E1,Y,26
D1,child,1,74_08.mp3,74,8,D1,F1,Y,26
E1,child,2,50_33.mp3,50,33,A1,E1,Y,26
F1,child,2,73_37.mp3,73,37,F1,C1,Y,26
G1,child,1,26_02.mp3,26,2,G1,K1,N,26
G1,parent,2,40_38.mp3,40,38,E1,G1,N,26
H1,parent,1,37_07.mp3,37,7,H1,E1,Y,26
I1,child,1,18_10.mp3,18,10,I1,B1,Y,26
B1,child,2,42_33.mp3,42,33,B1,I1,Y,27
D1,parent,1,04_09.mp3,4,9,D1,E1,Y,27
E1,child,2,33_39.mp3,33,39,E1,I1,Y,27
G1,parent,2,51_34.mp3,51,34,E1,G1,Y,27
H1,child,1,30_02.mp3,30,2,H1,D1,Y,27
H1,parent,1,53_05.mp3,53,5,E1,H1,Y,27
I1,child,1,68_04.mp3,68,4,I1,E1,N,27
I1,child,2,35_33.mp3,35,33,I1,B1,Y,27
I1,parent,1,14_09.mp3,14,9,I1,A1,Y,27
I1,parent,2,42_36.mp3,42,36,B1,I1,Y,27
A1,child,2,69_33.mp3,69,33,D1,A1,Y,28
B1,child,2,58_31.mp3,58,31,B1,I1,Y,28
B1,parent,1,73_03.mp3,73,3,K1,B1,Y,28
E1,parent,1,71_01.mp3,71,1,H1,E1,Y,28
E1,parent,2,38_38.mp3,38,38,E1,B1,Y,28
F1,parent,2,32_40.mp3,32,40,F1,C1,N,28
G1,child,1,69_04.mp3,69,4,C1,G1,Y,28
G1,parent,1,34_09.mp3,34,9,D1,G1,Y,28
H1,parent,1,20_09.mp3,20,9,A1,H1,Y,28
K1,parent,2,43_38.mp3,43,38,K1,D1,Y,28
A1,parent,1,34_05.mp3,34,5,D1,A1,Y,29
B1,parent,2,56_36.mp3,56,36,D1,B1,Y,29
C1,parent,1,54_09.mp3,54,9,E1,C1,Y,29
D1,parent,1,14_01.mp3,14,1,F1,D1,Y,29
E1,child,1,48_06.mp3,48,6,E1,B1,N,29
E1,parent,2,64_40.mp3,64,40,H1,E1,Y,29
F1,child,2,48_35.mp3,48,35,F1,K1,Y,29
F1,parent,2,04_32.mp3,4,32,F1,G1,Y,29
G1,parent,2,46_34.mp3,46,34,G1,D1,Y,29
H1,parent,1,13_07.mp3,13,7,H1,A1,Y,29
A1,child,1,21_08.mp3,21,8,D1,A1,Y,30
A1,child,2,75_35.mp3,75,35,A1,I1,Y,30
B1,parent,1,10_07.mp3,10,7,B1,K1,Y,30
B1,parent,2,57_40.mp3,57,40,B1,I1,Y,30
D1,child,1,18_06.mp3,18,6,F1,D1,Y,30
D1,parent,2,56_32.mp3,56,32,D1,F1,Y,30
G1,parent,1,10_09.mp3,10,9,D1,G1,Y,30
H1,parent,2,16_38.mp3,16,38,D1,H1,Y,30
I1,child,2,27_37.mp3,27,37,I1,E1,Y,30
I1,parent,1,27_03.mp3,27,3,I1,B1,Y,30
A1,parent,1,42_09.mp3,42,9,A1,D1,Y,31
A1,parent,2,10_34.mp3,10,34,A1,I1,Y,31
B1,child,2,45_37.mp3,45,37,B1,I1,Y,31
D1,child,1,68_10.mp3,68,10,D1,E1,Y,31
D1,parent,1,20_03.mp3,20,3,E1,D1,Y,31
E1,child,2,71_39.mp3,71,39,I1,E1,N,31
F1,parent,1,57_07.mp3,57,7,B1,F1,Y,31
G1,parent,1,13_05.mp3,13,5,D1,G1,Y,31
H1,parent,2,39_32.mp3,39,32,D1,H1,Y,31
I1,parent,2,51_40.mp3,51,40,B1,I1,Y,31
B1,parent,1,42_05.mp3,42,5,B1,K1,Y,32
B1,parent,2,17_34.mp3,17,34,C1,B1,Y,32
C1,child,1,70_04.mp3,70,4,E1,C1,Y,32
D1,child,2,14_33.mp3,14,33,D1,H1,Y,32
D1,parent,2,15_38.mp3,15,38,K1,D1,Y,32
E1,parent,1,53_07.mp3,53,7,E1,H1,Y,32
F1,child,2,18_33.mp3,18,33,F1,K1,Y,32
I1,child,1,75_10.mp3,75,10,I1,A1,Y,32
I1,child,2,67_33.mp3,67,33,A1,I1,Y,32
I1,parent,1,21_03.mp3,21,3,I1,B1,Y,32
A1,parent,1,73_07.mp3,73,7,D1,A1,Y,33
A1,parent,2,15_40.mp3,15,40,H1,A1,Y,33
B1,child,2,31_31.mp3,31,31,B1,K1,Y,33
C1,child,1,75_08.mp3,75,8,H1,C1,Y,33
C1,parent,2,27_36.mp3,27,36,C1,A1,Y,33
D1,child,1,15_10.mp3,15,10,E1,D1,Y,33
E1,child,2,47_35.mp3,47,35,B1,E1,Y,33
F1,parent,2,15_34.mp3,15,34,B1,F1,Y,33
H1,parent,1,46_01.mp3,46,1,H1,E1,N,33
I1,parent,1,60_09.mp3,60,9,C1,I1,N,33
B1,child,2,62_39.mp3,62,39,B1,D1,Y,34
C1,child,1,74_06.mp3,74,6,A1,C1,Y,34
D1,child,1,54_10.mp3,54,10,K1,D1,Y,34
E1,parent,1,50_09.mp3,50,9,E1,I1,Y,34
G1,child,2,04_33.mp3,4,33,G1,C1,Y,34
G1,parent,1,56_03.mp3,56,3,G1,E1,N,34
G1,parent,2,09_34.mp3,9,34,E1,G1,Y,34
I1,parent,2,39_40.mp3,39,40,I1,C1,Y,34
K1,parent,1,45_05.mp3,45,5,D1,K1,Y,34
K1,parent,2,52_36.mp3,52,36,D1,K1,Y,34
A1,child,1,04_08.mp3,4,8,A1,I1,Y,35
C1,child,2,65_39.mp3,65,39,C1,I1,Y,35
C1,parent,2,75_32.mp3,75,32,C1,A1,Y,35
D1,parent,1,09_05.mp3,9,5,F1,D1,Y,35
E1,child,1,64_02.mp3,64,2,B1,E1,N,35
E1,parent,2,48_34.mp3,48,34,E1,A1,Y,35
F1,child,2,68_35.mp3,68,35,F1,C1,Y,35
F1,parent,1,66_01.mp3,66,1,B1,F1,Y,35
G1,child,2,47_33.mp3,47,33,G1,K1,Y,35
H1,child,1,52_02.mp3,52,2,D1,H1,Y,35
A1,child,1,68_02.mp3,68,2,A1,I1,N,36
A1,child,2,31_37.mp3,31,37,D1,A1,Y,36
C1,child,2,61_37.mp3,61,37,E1,C1,Y,36
D1,parent,1,07_05.mp3,7,5,F1,D1,Y,36
G1,child,1,43_06.mp3,43,6,G1,D1,Y,36
G1,parent,1,58_07.mp3,58,7,E1,G1,Y,36
G1,parent,2,52_40.mp3,52,40,G1,K1,Y,36
I1,parent,2,72_34.mp3,72,34,I1,A1,Y,36
K1,child,2,17_35.mp3,17,35,K1,A1,N,36
K1,parent,1,13_01.mp3,13,1,A1,K1,Y,36
A1,child,1,09_08.mp3,9,8,K1,A1,Y,37
A1,parent,2,16_34.mp3,16,34,H1,A1,Y,37
D1,child,1,56_02.mp3,56,2,D1,K1,Y,37
E1,parent,1,52_03.mp3,52,3,E1,A1,N,37
H1,child,1,56_10.mp3,56,10,H1,D1,Y,37
H1,child,2,62_35.mp3,62,35,A1,H1,Y,37
I1,child,2,53_35.mp3,53,35,I1,C1,Y,37
K1,child,1,26_08.mp3,26,8,D1,K1,Y,37
K1,child,2,57_33.mp3,57,33,A1,K1,Y,37
K1,parent,2,32_36.mp3,32,36,A1,K1,Y,37
B1,child,2,65_37.mp3,65,37,B1,I1,Y,38
B1,parent,1,62_03.mp3,62,3,K1,B1,Y,38
B1,parent,2,53_34.mp3,53,34,B1,K1,Y,38
C1,child,1,33_08.mp3,33,8,A1,C1,Y,38
D1,parent,1,60_03.mp3,60,3,H1,D1,Y,38
E1,parent,1,58_03.mp3,58,3,I1,E1,Y,38
E1,parent,2,04_38.mp3,4,38,I1,E1,Y,38
H1,child,2,37_35.mp3,37,35,A1,H1,Y,38
I1,child,1,20_06.mp3,20,6,C1,I1,Y,38
I1,parent,2,57_32.mp3,57,32,I1,E1,Y,38
A1,parent,1,74_05.mp3,74,5,K1,A1,Y,39
A1,parent,2,37_38.mp3,37,38,H1,A1,Y,39
B1,child,1,35_06.mp3,35,6,C1,B1,N,39
B1,child,2,61_33.mp3,61,33,B1,D1,Y,39
C1,child,1,37_02.mp3,37,2,C1,H1,Y,39
C1,child,2,53_31.mp3,53,31,H1,C1,Y,39
E1,child,1,40_04.mp3,40,4,E1,H1,Y,39
F1,child,2,34_31.mp3,34,31,F1,G1,Y,39
G1,child,2,11_37.mp3,11,37,K1,G1,Y,39
K1,child,1,12_08.mp3,12,8,K1,A1,Y,39
A1,parent,2,36_38.mp3,36,38,A1,K1,Y,40
D1,parent,1,57_01.mp3,57,1,D1,H1,Y,40
E1,child,2,37_31.mp3,37,31,E1,I1,Y,40
G1,parent,2,35_34.mp3,35,34,E1,G1,Y,40
H1,child,1,10_02.mp3,10,2,E1,H1,Y,40
H1,child,2,48_31.mp3,48,31,H1,C1,Y,40
H1,parent,1,68_05.mp3,68,5,A1,H1,Y,40
I1,parent,1,15_05.mp3,15,5,B1,I1,Y,40
I1,parent,2,12_34.mp3,12,34,A1,I1,Y,40
K1,child,1,62_10.mp3,62,10,K1,D1,Y,40
A1,child,2,71_35.mp3,71,35,A1,D1,Y,41
B1,child,1,47_04.mp3,47,4,I1,B1,Y,41
E1,child,2,09_33.mp3,9,33,I1,E1,Y,41
E1,parent,1,18_05.mp3,18,5,A1,E1,Y,41
G1,child,2,31_33.mp3,31,33,E1,G1,Y,41
G1,parent,2,44_34.mp3,44,34,C1,G1,Y,41
H1,child,1,67_04.mp3,67,4,A1,H1,Y,41
H1,child,2,59_35.mp3,59,35,H1,C1,Y,41
H1,parent,1,21_07.mp3,21,7,H1,D1,Y,41
I1,child,1,45_10.mp3,45,10,B1,I1,Y,41
A1,child,2,17_39.mp3,17,39,A1,D1,N,42
A1,parent,1,47_09.mp3,47,9,A1,K1,Y,42
B1,child,2,40_39.mp3,40,39,D1,B1,Y,42
C1,parent,1,61_03.mp3,61,3,H1,C1,Y,42
F1,parent,2,67_36.mp3,67,36,F1,C1,Y,42
I1,child,1,38_06.mp3,38,6,I1,A1,Y,42
I1,parent,2,43_34.mp3,43,34,E1,I1,Y,42
K1,child,1,31_08.mp3,31,8,K1,B1,Y,42
K1,parent,1,67_05.mp3,67,5,A1,K1,Y,42
K1,parent,2,58_36.mp3,58,36,K1,F1,Y,42
A1,child,2,34_37.mp3,34,37,A1,K1,Y,43
A1,parent,2,46_40.mp3,46,40,I1,A1,Y,43
B1,parent,1,31_07.mp3,31,7,I1,B1,Y,43
C1,child,1,66_10.mp3,66,10,C1,I1,Y,43
C1,parent,1,26_01.mp3,26,1,H1,C1,Y,43
C1,parent,2,21_40.mp3,21,40,C1,I1,Y,43
E1,parent,2,46_38.mp3,46,38,E1,B1,Y,43
H1,parent,1,36_09.mp3,36,9,H1,E1,Y,43
I1,parent,2,26_34.mp3,26,34,I1,B1,Y,43
K1,parent,1,28_09.mp3,28,9,A1,K1,Y,43
A1,parent,2,09_38.mp3,9,38,A1,D1,Y,44
B1,parent,1,20_01.mp3,20,1,C1,B1,Y,44
C1,parent,2,45_40.mp3,45,40,C1,I1,Y,44
E1,child,1,75_06.mp3,75,6,E1,A1,Y,44
H1,child,1,67_08_b.mp3,8,8,C1,H1,Y,44
H1,parent,1,48_05.mp3,48,5,E1,H1,N,44
H1,parent,2,56_38.mp3,56,38,H1,E1,N,44
I1,parent,2,74_40.mp3,74,40,I1,E1,Y,44
K1,child,1,35_08.mp3,35,8,D1,K1,Y,44
K1,parent,2,37_34.mp3,37,34,K1,D1,Y,44
A1,parent,2,54_36.mp3,54,36,K1,A1,Y,45
B1,child,1,74_04.mp3,74,4,C1,B1,Y,45
C1,child,1,46_08.mp3,46,8,H1,C1,Y,45
C1,child,2,15_39.mp3,15,39,C1,I1,Y,45
D1,parent,1,61_07.mp3,61,7,K1,D1,Y,45
E1,child,2,72_35.mp3,72,35,A1,E1,Y,45
F1,child,2,65_35.mp3,65,35,F1,K1,Y,45
F1,parent,1,39_01.mp3,39,1,F1,K1,Y,45
G1,child,2,45_33.mp3,45,33,D1,G1,Y,45
H1,parent,1,54_03.mp3,54,3,H1,D1,Y,45
C1,parent,2,30_36.mp3,30,36,I1,C1,Y,46
D1,child,2,62_37.mp3,62,37,D1,E1,Y,46
D1,parent,1,37_03.mp3,37,3,F1,D1,Y,46
E1,parent,1,09_07.mp3,9,7,E1,H1,Y,46
E1,parent,2,31_34.mp3,31,34,B1,E1,Y,46
F1,child,2,26_35.mp3,26,35,C1,F1,Y,46
F1,parent,1,48_01.mp3,48,1,F1,B1,Y,46
I1,child,1,11_10.mp3,11,10,B1,I1,Y,46
K1,child,2,05_35.mp3,5,35,K1,A1,Y,46
K1,parent,1,05_03.mp3,5,3,K1,D1,Y,46
A1,child,1,64_10.mp3,64,10,H1,A1,Y,47
B1,parent,1,09_01.mp3,9,1,K1,B1,Y,47
B1,parent,2,46_36.mp3,46,36,B1,K1,N,47
C1,child,2,43_37.mp3,43,37,A1,C1,Y,47
E1,child,2,30_33.mp3,30,33,E1,H1,Y,47
E1,parent,1,56_01.mp3,56,1,E1,B1,Y,47
F1,parent,2,53_40.mp3,53,40,K1,F1,Y,47
G1,parent,2,21_36.mp3,21,36,D1,G1,Y,47
I1,parent,1,62_09.mp3,62,9,C1,I1,Y,47
K1,child,1,21_10.mp3,21,10,K1,D1,N,47
A1,parent,1,38_07.mp3,38,7,A1,H1,N,48
B1,child,2,10_37.mp3,10,37,I1,B1,Y,48
C1,parent,1,49_01.mp3,49,1,C1,E1,Y,48
D1,child,2,07_31.mp3,7,31,D1,H1,Y,48
E1,child,2,55_31.mp3,55,31,E1,B1,Y,48
E1,parent,2,26_38.mp3,26,38,I1,E1,Y,48
G1,parent,1,37_01.mp3,37,1,G1,D1,Y,48
K1,child,1,07_06.mp3,7,6,A1,K1,Y,48
K1,child,2,11_33.mp3,11,33,K1,B1,Y,48
K1,parent,1,20_07.mp3,20,7,K1,A1,Y,48
A1,child,1,32_08.mp3,32,8,A1,D1,Y,49
A1,child,2,26_31.mp3,26,31,A1,D1,Y,49
B1,parent,1,65_03.mp3,65,3,K1,B1,Y,49
E1,parent,2,62_40.mp3,62,40,E1,I1,Y,49
F1,parent,2,31_32.mp3,31,32,F1,K1,Y,49
G1,parent,1,07_07.mp3,7,7,C1,G1,Y,49
H1,parent,1,28_07.mp3,28,7,D1,H1,N,49
I1,child,2,70_39.mp3,70,39,B1,I1,Y,49
I1,parent,1,31_40.mp3,31,40,E1,I1,Y,49
K1,child,2,51_37.mp3,51,37,F1,K1,Y,49
A1,child,2,67_35.mp3,67,35,D1,A1,Y,50
A1,parent,2,61_38.mp3,61,38,A1,I1,Y,50
C1,parent,1,17_05.mp3,17,5,E1,C1,Y,50
D1,child,2,45_35.mp3,45,35,E1,D1,Y,50
E1,child,1,38_10.mp3,38,10,E1,A1,Y,50
G1,parent,1,47_01.mp3,47,1,D1,G1,Y,50
G1,parent,2,49_34.mp3,49,34,G1,K1,Y,50
H1,parent,2,58_38.mp3,58,38,H1,C1,Y,50
I1,child,1,49_10.mp3,49,10,B1,I1,Y,50
I1,parent,1,53_01.mp3,53,1,A1,I1,Y,50
A1,child,2,38_35.mp3,38,35,I1,A1,N,51
C1,child,1,72_08.mp3,72,8,A1,C1,Y,51
C1,parent,2,07_32.mp3,7,32,C1,I1,Y,51
E1,child,1,62_06.mp3,62,6,A1,E1,Y,51
E1,parent,1,66_05.mp3,66,5,E1,A1,Y,51
G1,child,1,21_04.mp3,21,4,C1,G1,Y,51
G1,child,2,58_37.mp3,58,37,G1,C1,Y,51
I1,parent,2,33_32.mp3,33,32,I1,C1,Y,51
K1,parent,1,46_03.mp3,46,3,D1,K1,Y,51
K1,parent,2,30_32.mp3,30,32,K1,F1,N,51
C1,parent,2,73_32.mp3,73,32,C1,I1,Y,52
D1,child,2,20_39.mp3,20,39,D1,F1,Y,52
E1,child,2,21_37.mp3,21,37,A1,E1,N,52
F1,child,2,12_37.mp3,12,37,F1,G1,Y,52
F1,parent,1,54_05.mp3,54,5,F1,C1,Y,52
G1,parent,1,45_09.mp3,45,9,G1,K1,Y,52
H1,child,1,34_08.mp3,34,8,A1,H1,Y,52
I1,child,1,10_06.mp3,10,6,I1,E1,Y,52
I1,parent,2,56_34.mp3,56,34,B1,I1,Y,52
K1,child,1,18_04.mp3,18,4,K1,A1,Y,52
A1,child,1,45_04.mp3,45,4,A1,D1,Y,53
A1,parent,2,64_34.mp3,64,34,I1,A1,Y,53
C1,parent,1,58_05.mp3,58,5,C1,E1,Y,53
C1,parent,2,16_36.mp3,16,36,C1,H1,Y,53
D1,parent,1,12_03.mp3,12,3,D1,E1,Y,53
D1,parent,2,17_36.mp3,17,36,K1,D1,Y,53
E1,child,2,10_31.mp3,10,31,E1,B1,Y,53
F1,child,1,32_10.mp3,32,10,F1,K1,Y,53
G1,child,2,55_37.mp3,55,37,G1,C1,Y,53
K1,child,1,49_04.mp3,49,4,F1,K1,Y,53
B1,child,1,75_02.mp3,75,2,B1,D1,Y,54
B1,parent,1,59_07.mp3,59,7,D1,B1,Y,54
C1,parent,1,09_09.mp3,9,9,C1,I1,Y,54
D1,child,2,71_31.mp3,71,31,D1,H1,Y,54
G1,child,1,64_06.mp3,64,6,D1,G1,N,54
G1,child,2,56_33.mp3,56,33,G1,C1,N,54
G1,parent,2,48_32.mp3,48,32,D1,G1,Y,54
H1,child,2,51_31.mp3,51,31,H1,D1,Y,54
I1,parent,1,37_05.mp3,37,5,C1,I1,Y,54
K1,parent,2,54_40.mp3,54,40,A1,K1,Y,54
A1,child,1,27_08.mp3,27,8,K1,A1,Y,55
C1,child,1,62_02.mp3,62,2,A1,C1,Y,55
D1,child,1,32_04.mp3,32,4,D1,H1,Y,55
D1,child,2,61_31.mp3,61,31,E1,D1,Y,55
D1,parent,1,64_05.mp3,64,5,D1,K1,Y,55
H1,child,2,75_39.mp3,75,39,H1,D1,Y,55
H1,parent,2,72_36.mp3,72,36,D1,H1,Y,55
I1,parent,2,20_36.mp3,20,36,A1,I1,Y,55
K1,parent,1,53_32.mp3,53,32,K1,F1,Y,55
K1,parent,2,33_40.mp3,33,40,K1,D1,Y,55
A1,parent,2,49_40.mp3,49,40,K1,A1,Y,56
B1,child,1,17_02.mp3,17,2,B1,K1,Y,56
D1,child,2,53_37.mp3,53,37,K1,D1,Y,56
E1,child,1,44_02.mp3,44,2,E1,A1,Y,56
E1,child,2,53_33.mp3,53,33,B1,E1,Y,56
E1,parent,1,74_03.mp3,74,3,I1,E1,Y,56
G1,child,1,50_08.mp3,50,8,C1,G1,Y,56
G1,parent,1,18_01.mp3,18,1,C1,G1,N,56
H1,parent,2,10_32.mp3,10,32,C1,H1,Y,56
K1,child,2,14_39.mp3,14,39,F1,K1,Y,56
A1,child,1,36_06.mp3,36,6,D1,A1,Y,57
A1,parent,2,57_38.mp3,57,38,A1,H1,Y,57
B1,child,1,43_04.mp3,43,4,B1,D1,Y,57
D1,parent,1,44_09.mp3,44,9,E1,D1,Y,57
D1,parent,2,58_32.mp3,58,32,F1,D1,Y,57
G1,child,1,48_04.mp3,48,4,G1,K1,Y,57
H1,parent,2,52_34.mp3,52,34,A1,H1,Y,57
K1,child,1,60_04.mp3,60,4,F1,K1,Y,57
K1,child,2,50_31.mp3,50,31,K1,A1,Y,57
K1,parent,2,07_34.mp3,7,34,K1,F1,Y,57
