subid,trial,target,leftpic,rightpic,chosenside,chosenpic,correct,date,time,rt
22,4,artichoke,artichoke,onion,L,artichoke,Y,2/1/2019,16:05:16,2590
22,5,onion,onion,artichoke,L,onion,Y,2/1/2019,16:05:15,2970
22,0,B1,I1,B1,R,B1,Y,2/1/2019,16:05:16,4412
22,1,F1,F1,K1,L,F1,Y,2/1/2019,16:05:15,6487
22,2,G1,E1,G1,R,G1,Y,2/1/2019,16:05:16,3257
22,3,C1,I1,C1,R,C1,Y,2/1/2019,16:05:15,4472
22,4,E1,B1,E1,R,E1,Y,2/1/2019,16:05:16,2906
22,5,D1,D1,F1,L,D1,Y,2/1/2019,16:05:15,3556
22,6,K1,K1,D1,L,K1,Y,2/1/2019,16:05:16,7020
22,7,H1,D1,H1,R,H1,Y,2/1/2019,16:05:15,5204
22,8,I1,E1,I1,R,I1,Y,2/1/2019,16:05:16,3353
22,9,A1,A1,D1,L,A1,Y,2/1/2019,16:05:15,4717
22,10,G1,G1,C1,L,G1,Y,2/1/2019,16:05:15,4829
22,11,C1,H1,C1,R,C1,Y,2/1/2019,16:05:16,2918
22,12,E1,E1,H1,L,E1,Y,2/1/2019,16:05:15,3343
22,13,H1,A1,H1,R,H1,Y,2/1/2019,16:05:16,3227
22,14,B1,C1,B1,R,B1,Y,2/1/2019,16:05:15,3444
22,15,F1,F1,B1,L,F1,Y,2/1/2019,16:05:16,3770
22,16,I1,I1,A1,L,I1,Y,2/1/2019,16:05:15,3282
22,17,D1,D1,K1,L,D1,Y,2/1/2019,16:05:16,2420
22,18,K1,B1,K1,R,K1,Y,2/1/2019,16:05:15,6078
22,19,A1,H1,A1,R,A1,Y,2/1/2019,16:05:16,3124
22,20,E1,E1,I1,L,E1,Y,2/1/2019,16:05:16,3068
22,21,C1,A1,C1,R,C1,Y,2/1/2019,16:05:15,2860
22,22,K1,A1,K1,R,K1,Y,2/1/2019,16:05:16,4126
22,23,H1,H1,E1,L,H1,Y,2/1/2019,16:05:15,7739
22,24,B1,B1,D1,L,B1,Y,2/1/2019,16:05:16,2756
22,25,A1,K1,A1,R,A1,Y,2/1/2019,16:05:15,3166
22,26,I1,C1,I1,R,I1,Y,2/1/2019,16:05:16,2220
22,27,D1,D1,H1,L,D1,Y,2/1/2019,16:05:15,3503
22,28,G1,G1,K1,L,G1,Y,2/1/2019,16:05:16,2540
22,29,F1,F1,C1,L,F1,Y,2/1/2019,16:05:15,3496
22,30,E1,E1,A1,L,E1,Y,2/1/2019,16:05:15,3280
22,31,F1,F1,G1,L,F1,Y,2/1/2019,16:05:16,2891
22,32,G1,D1,G1,R,G1,Y,2/1/2019,16:05:15,3973
22,33,H1,H1,C1,L,H1,Y,2/1/2019,16:05:16,2597
22,34,B1,K1,B1,R,B1,Y,2/1/2019,16:05:15,3113
22,35,C1,E1,C1,R,C1,Y,2/1/2019,16:05:16,2248
22,36,I1,B1,I1,R,I1,Y,2/1/2019,16:05:15,3036
22,37,D1,E1,D1,R,D1,Y,2/1/2019,16:05:16,2035
22,38,K1,K1,F1,L,K1,Y,2/1/2019,16:05:15,3186
22,39,A1,I1,A1,R,A1,Y,2/1/2019,16:05:16,2359
23,0,apple,banana,apple,R,apple,Y,2/7/2019,16:43:01,7592
23,1,artichoke,artichoke,onion,L,artichoke,Y,2/7/2019,16:42:55,35911
23,2,onion,artichoke,onion,R,onion,Y,2/7/2019,16:43:01,4928
23,3,apple,apple,banana,L,apple,Y,2/7/2019,16:42:55,10151
23,4,artichoke,onion,artichoke,R,artichoke,Y,2/7/2019,16:43:01,7988
23,5,onion,onion,artichoke,L,onion,Y,2/7/2019,16:42:55,6629
23,0,K1,K1,F1,L,K1,Y,2/7/2019,16:43:01,9833
23,1,C1,I1,C1,R,C1,Y,2/7/2019,16:42:55,5171
23,2,E1,E1,B1,L,E1,Y,2/7/2019,16:43:01,6008
23,3,A1,H1,A1,R,A1,Y,2/7/2019,16:42:55,7165
23,4,B1,B1,I1,L,B1,Y,2/7/2019,16:43:01,5581
23,5,F1,F1,B1,L,F1,Y,2/7/2019,16:42:55,4936
23,6,I1,A1,I1,R,I1,Y,2/7/2019,16:43:01,4630
23,7,D1,H1,D1,R,D1,Y,2/7/2019,16:42:55,8032
23,8,H1,H1,C1,L,H1,Y,2/7/2019,16:43:01,3423
23,9,G1,G1,K1,L,G1,Y,2/7/2019,16:42:55,4813
23,10,H1,H1,A1,L,H1,Y,2/7/2019,16:42:55,6354
23,11,D1,D1,E1,L,D1,Y,2/7/2019,16:43:01,3080
23,12,I1,E1,I1,R,I1,Y,2/7/2019,16:42:55,3639
23,13,A1,A1,I1,L,A1,Y,2/7/2019,16:43:01,5712
23,14,E1,E1,I1,L,E1,Y,2/7/2019,16:42:55,4670
23,15,G1,D1,G1,R,G1,Y,2/7/2019,16:43:01,2939
23,16,B1,B1,K1,L,B1,Y,2/7/2019,16:42:55,4209
23,17,C1,E1,C1,R,C1,Y,2/7/2019,16:43:01,2422
23,18,K1,B1,K1,R,K1,Y,2/7/2019,16:42:55,4875
23,19,F1,K1,F1,R,F1,Y,2/7/2019,16:43:01,5756
23,20,I1,C1,I1,R,I1,Y,2/7/2019,16:43:01,3432
23,21,C1,C1,A1,L,C1,Y,2/7/2019,16:42:55,4624
23,22,B1,B1,C1,L,B1,Y,2/7/2019,16:43:01,2415
23,23,F1,G1,F1,R,F1,Y,2/7/2019,16:42:55,6889
23,24,E1,H1,E1,R,E1,Y,2/7/2019,16:43:01,2918
23,25,G1,G1,C1,L,G1,Y,2/7/2019,16:42:55,4125
23,26,K1,K1,D1,L,K1,Y,2/7/2019,16:43:01,3025
23,27,D1,F1,D1,R,D1,Y,2/7/2019,16:42:55,5006
23,28,H1,D1,H1,R,H1,Y,2/7/2019,16:43:01,2732
23,29,A1,A1,D1,L,A1,Y,2/7/2019,16:42:55,4538
23,30,K1,K1,A1,L,K1,Y,2/7/2019,16:42:55,5596
23,31,D1,D1,K1,L,D1,Y,2/7/2019,16:43:01,2205
23,32,I1,I1,B1,L,I1,Y,2/7/2019,16:42:55,2664
23,33,F1,F1,C1,L,F1,Y,2/7/2019,16:43:01,2277
23,34,H1,H1,E1,L,H1,Y,2/7/2019,16:42:55,3815
23,35,G1,E1,G1,R,G1,Y,2/7/2019,16:43:01,2458
23,36,E1,E1,A1,L,E1,Y,2/7/2019,16:42:55,2731
23,37,C1,C1,H1,L,C1,Y,2/7/2019,16:43:01,2053
23,38,B1,B1,D1,L,B1,Y,2/7/2019,16:42:55,2925
23,39,A1,K1,A1,R,A1,Y,2/7/2019,16:43:01,2643
24,0,apple,apple,banana,L,apple,Y,2/9/2019,11:29:15,115066
24,1,artichoke,onion,artichoke,R,artichoke,Y,2/9/2019,11:29:13,13564
24,2,onion,onion,artichoke,L,onion,Y,2/9/2019,11:29:15,6007
24,3,apple,apple,banana,R,banana,N,2/9/2019,11:29:13,3598
24,4,artichoke,artichoke,onion,L,artichoke,Y,2/9/2019,11:29:15,5065
24,5,onion,artichoke,onion,L,artichoke,N,2/9/2019,11:29:13,5133
24,0,F1,F1,K1,L,F1,Y,2/9/2019,11:29:15,8629
24,1,C1,E1,C1,L,E1,N,2/9/2019,11:29:13,7100
24,2,H1,C1,H1,R,H1,Y,2/9/2019,11:29:15,7338
24,3,K1,F1,K1,R,K1,Y,2/9/2019,11:29:13,10404
24,4,D1,K1,D1,R,D1,Y,2/9/2019,11:29:15,5995
24,5,I1,A1,I1,L,A1,N,2/9/2019,11:29:13,8105
24,6,E1,E1,B1,L,E1,Y,2/9/2019,11:29:15,4312
24,7,B1,I1,B1,R,B1,Y,2/9/2019,11:29:13,5192
24,8,A1,A1,K1,L,A1,Y,2/9/2019,11:29:15,7506
24,9,G1,G1,E1,R,E1,N,2/9/2019,11:29:13,7331
24,10,E1,H1,E1,R,E1,Y,2/9/2019,11:29:13,12015
24,11,B1,C1,B1,R,B1,Y,2/9/2019,11:29:15,3647
24,12,A1,H1,A1,R,A1,Y,2/9/2019,11:29:13,7337
24,13,C1,I1,C1,R,C1,Y,2/9/2019,11:29:15,6733
24,14,H1,D1,H1,R,H1,Y,2/9/2019,11:29:13,13636
24,15,I1,C1,I1,R,I1,Y,2/9/2019,11:29:15,7480
24,16,F1,C1,F1,R,F1,Y,2/9/2019,11:29:13,11592
24,17,G1,G1,D1,L,G1,Y,2/9/2019,11:29:15,1570
24,18,D1,H1,D1,L,H1,N,2/9/2019,11:29:13,13210
24,19,K1,A1,K1,L,A1,N,2/9/2019,11:29:15,6344
24,20,E1,E1,I1,L,E1,Y,2/9/2019,11:29:15,4751
24,21,B1,K1,B1,R,B1,Y,2/9/2019,11:29:13,21159
24,22,D1,D1,F1,L,D1,Y,2/9/2019,11:29:15,3632
24,23,G1,K1,G1,R,G1,Y,2/9/2019,11:29:13,20007
24,24,A1,I1,A1,R,A1,Y,2/9/2019,11:29:15,3237
24,25,K1,K1,B1,R,B1,N,2/9/2019,11:29:13,13677
24,26,F1,F1,B1,L,F1,Y,2/9/2019,11:29:15,9144
24,27,C1,A1,C1,L,A1,N,2/9/2019,11:29:13,12977
24,28,H1,H1,E1,L,H1,Y,2/9/2019,11:29:15,3882
24,29,I1,E1,I1,L,E1,N,2/9/2019,11:29:13,9466
24,30,A1,D1,A1,L,D1,N,2/9/2019,11:29:13,4209
24,31,K1,D1,K1,R,K1,Y,2/9/2019,11:29:15,4650
24,32,H1,H1,A1,L,H1,Y,2/9/2019,11:29:13,8810
24,33,C1,C1,H1,L,C1,Y,2/9/2019,11:29:15,4420
24,34,E1,A1,E1,L,A1,N,2/9/2019,11:29:13,5547
24,35,B1,D1,B1,L,D1,N,2/9/2019,11:29:15,1511
24,36,F1,G1,F1,L,G1,N,2/9/2019,11:29:13,5866
24,37,I1,I1,B1,L,I1,Y,2/9/2019,11:29:15,4078
24,38,D1,D1,E1,R,E1,N,2/9/2019,11:29:13,4647
24,39,G1,C1,G1,R,G1,Y,2/9/2019,11:29:15,4140
25,0,apple,apple,banana,L,apple,Y,2/9/2019,13:07:01,178024
25,1,artichoke,artichoke,onion,L,artichoke,Y,2/9/2019,13:06:58,23278
25,2,onion,onion,artichoke,L,onion,Y,2/9/2019,13:07:01,9163
25,3,apple,banana,apple,R,apple,Y,2/9/2019,13:06:58,6287
25,4,artichoke,artichoke,onion,L,artichoke,Y,2/9/2019,13:07:01,19806
25,5,onion,onion,artichoke,L,onion,Y,2/9/2019,13:06:58,26407
25,0,K1,A1,K1,R,K1,Y,2/9/2019,13:07:01,135350
25,1,E1,B1,E1,R,E1,Y,2/9/2019,13:06:58,64507
25,2,F1,F1,G1,L,F1,Y,2/9/2019,13:07:01,103894
25,3,B1,I1,B1,R,B1,Y,2/9/2019,13:06:58,10168
25,4,A1,A1,D1,L,A1,Y,2/9/2019,13:07:01,8039
25,5,C1,C1,A1,L,C1,Y,2/9/2019,13:06:58,8567
25,6,D1,K1,D1,R,D1,Y,2/9/2019,13:07:01,10390
25,7,H1,C1,H1,R,H1,Y,2/9/2019,13:06:58,12686
25,8,I1,I1,A1,L,I1,Y,2/9/2019,13:07:01,12140
25,9,G1,D1,G1,R,G1,Y,2/9/2019,13:06:58,37096
25,10,F1,K1,F1,L,K1,N,2/9/2019,13:06:58,31830
25,11,C1,I1,C1,R,C1,Y,2/9/2019,13:07:01,20490
25,12,K1,F1,K1,R,K1,Y,2/9/2019,13:06:58,20719
25,13,G1,G1,C1,L,G1,Y,2/9/2019,13:07:01,21322
25,14,A1,A1,I1,L,A1,Y,2/9/2019,13:06:58,10129
25,15,H1,E1,H1,R,H1,Y,2/9/2019,13:07:01,15131
25,16,D1,D1,F1,L,D1,Y,2/9/2019,13:06:58,208531
25,17,B1,C1,B1,R,B1,Y,2/9/2019,13:07:01,7197
25,18,I1,E1,I1,R,I1,Y,2/9/2019,13:06:58,17153
25,19,E1,E1,A1,L,E1,Y,2/9/2019,13:07:01,36691
25,20,A1,H1,A1,R,A1,Y,2/9/2019,13:07:01,43300
25,21,C1,C1,E1,L,C1,Y,2/9/2019,13:06:58,11751
25,22,I1,I1,B1,L,I1,Y,2/9/2019,13:07:01,33091
25,23,E1,E1,H1,L,E1,Y,2/9/2019,13:06:58,13606
25,24,F1,F1,C1,L,F1,Y,2/9/2019,13:07:01,29808
25,25,B1,D1,B1,R,B1,Y,2/9/2019,13:06:58,48497
25,26,K1,D1,K1,R,K1,Y,2/9/2019,13:07:01,43643
25,27,G1,K1,G1,R,G1,Y,2/9/2019,13:06:58,17154
25,28,D1,D1,H1,L,D1,Y,2/9/2019,13:07:01,16451
25,29,H1,D1,H1,R,H1,Y,2/9/2019,13:06:58,28288
25,30,F1,B1,F1,R,F1,Y,2/9/2019,13:06:58,22781
25,31,G1,E1,G1,R,G1,Y,2/9/2019,13:07:01,23127
25,32,D1,D1,E1,L,D1,Y,2/9/2019,13:06:58,11347
25,33,H1,H1,A1,L,H1,Y,2/9/2019,13:07:01,16807
25,34,A1,A1,K1,L,A1,Y,2/9/2019,13:06:58,34978
25,35,C1,C1,H1,L,C1,Y,2/9/2019,13:07:01,8730
25,36,I1,I1,C1,L,I1,Y,2/9/2019,13:06:58,6133
25,37,B1,K1,B1,R,B1,Y,2/9/2019,13:07:01,20051
25,38,K1,B1,K1,R,K1,Y,2/9/2019,13:06:58,6565
25,39,E1,E1,I1,L,E1,Y,2/9/2019,13:07:01,18881
26,0,apple,banana,apple,R,apple,Y,2/9/2019,14:11:49,19786
26,1,artichoke,artichoke,onion,R,onion,N,2/9/2019,14:11:47,44531
26,2,onion,onion,artichoke,L,onion,Y,2/9/2019,14:11:49,26622
26,3,apple,apple,banana,L,apple,Y,2/9/2019,14:11:47,9933
26,4,artichoke,artichoke,onion,L,artichoke,Y,2/9/2019,14:11:49,16508
26,5,onion,artichoke,onion,L,artichoke,N,2/9/2019,14:11:47,19748
26,0,C1,H1,C1,R,C1,Y,2/9/2019,14:11:49,12858
26,1,G1,G1,K1,R,K1,N,2/9/2019,14:11:47,15008
26,2,F1,B1,F1,R,F1,Y,2/9/2019,14:11:49,22145
26,3,I1,I1,A1,L,I1,Y,2/9/2019,14:11:47,10492
26,4,B1,C1,B1,R,B1,Y,2/9/2019,14:11:49,15073
26,5,E1,B1,E1,R,E1,Y,2/9/2019,14:11:47,14115
26,6,D1,D1,E1,L,D1,Y,2/9/2019,14:11:49,26527
26,7,K1,D1,K1,R,K1,Y,2/9/2019,14:11:47,12669
26,8,A1,H1,A1,R,A1,Y,2/9/2019,14:11:49,31288
26,9,H1,C1,H1,R,H1,Y,2/9/2019,14:11:47,25003
26,10,A1,I1,A1,R,A1,Y,2/9/2019,14:11:47,29694
26,11,K1,A1,K1,R,K1,Y,2/9/2019,14:11:49,16095
26,12,B1,B1,K1,L,B1,Y,2/9/2019,14:11:47,5574
26,13,H1,H1,E1,L,H1,Y,2/9/2019,14:11:49,17902
26,14,F1,F1,K1,L,F1,Y,2/9/2019,14:11:47,10624
26,15,G1,E1,G1,R,G1,Y,2/9/2019,14:11:49,10779
26,16,C1,C1,A1,L,C1,Y,2/9/2019,14:11:47,8012
26,17,I1,C1,I1,R,I1,Y,2/9/2019,14:11:49,22211
26,18,D1,D1,K1,R,K1,N,2/9/2019,14:11:47,15221
26,19,E1,E1,A1,L,E1,Y,2/9/2019,14:11:49,10499
26,20,C1,I1,C1,R,C1,Y,2/9/2019,14:11:49,12568
26,21,K1,B1,K1,R,K1,Y,2/9/2019,14:11:47,20732
26,22,F1,F1,G1,L,F1,Y,2/9/2019,14:11:49,21990
26,23,E1,H1,E1,R,E1,Y,2/9/2019,14:11:47,21227
26,24,B1,D1,B1,R,B1,Y,2/9/2019,14:11:49,6871
26,25,G1,C1,G1,R,G1,Y,2/9/2019,14:11:47,11882
26,26,D1,D1,H1,L,D1,Y,2/9/2019,14:11:49,10798
26,27,H1,A1,H1,R,H1,Y,2/9/2019,14:11:47,29848
26,28,A1,K1,A1,R,A1,Y,2/9/2019,14:11:49,9309
26,29,I1,E1,I1,R,I1,Y,2/9/2019,14:11:47,8973
26,30,A1,A1,D1,L,A1,Y,2/9/2019,14:11:47,14336
26,31,G1,G1,D1,L,G1,Y,2/9/2019,14:11:49,8708
26,32,C1,E1,C1,R,C1,Y,2/9/2019,14:11:47,29494
26,33,I1,I1,B1,L,I1,Y,2/9/2019,14:11:49,4766
26,34,F1,C1,F1,R,F1,Y,2/9/2019,14:11:47,16863
26,35,H1,D1,H1,R,H1,Y,2/9/2019,14:11:49,3956
26,36,B1,I1,B1,R,B1,Y,2/9/2019,14:11:47,9311
26,37,E1,I1,E1,R,E1,Y,2/9/2019,14:11:49,7657
26,38,D1,F1,D1,R,D1,Y,2/9/2019,14:11:47,4037
26,39,K1,F1,K1,R,K1,Y,2/9/2019,14:11:49,15941
27,0,apple,banana,apple,R,apple,Y,2/11/2019,11:10:57,21471
27,1,artichoke,onion,artichoke,R,artichoke,Y,2/11/2019,11:10:53,25135
27,2,onion,artichoke,onion,R,onion,Y,2/11/2019,11:10:57,7931
27,3,apple,apple,banana,L,apple,Y,2/11/2019,11:10:53,8001
27,4,artichoke,artichoke,onion,L,artichoke,Y,2/11/2019,11:10:57,14849
27,5,onion,onion,artichoke,L,onion,Y,2/11/2019,11:10:53,13163
27,0,B1,B1,C1,L,B1,Y,2/11/2019,11:10:57,12567
27,1,E1,I1,E1,R,E1,Y,2/11/2019,11:10:53,11876
27,2,I1,I1,B1,L,I1,Y,2/11/2019,11:10:57,5882
27,3,K1,A1,K1,R,K1,Y,2/11/2019,11:10:53,13140
27,4,F1,F1,C1,L,F1,Y,2/11/2019,11:10:57,6299
27,5,C1,I1,C1,R,C1,Y,2/11/2019,11:10:53,6167
27,6,G1,G1,D1,L,G1,Y,2/11/2019,11:10:57,4936
27,7,A1,K1,A1,R,A1,Y,2/11/2019,11:10:53,14545
27,8,D1,D1,H1,L,D1,Y,2/11/2019,11:10:57,5863
27,9,H1,H1,A1,L,H1,Y,2/11/2019,11:10:53,11523
27,10,B1,B1,D1,L,B1,Y,2/11/2019,11:10:53,9862
27,11,C1,C1,E1,L,C1,Y,2/11/2019,11:10:57,9951
27,12,G1,G1,E1,L,G1,Y,2/11/2019,11:10:53,6835
27,13,K1,B1,K1,R,K1,Y,2/11/2019,11:10:57,4299
27,14,D1,E1,D1,R,D1,Y,2/11/2019,11:10:53,18729
27,15,H1,H1,D1,L,H1,Y,2/11/2019,11:10:57,6188
27,16,F1,B1,F1,R,F1,Y,2/11/2019,11:10:53,36319
27,17,A1,I1,A1,R,A1,Y,2/11/2019,11:10:57,4470
27,18,I1,I1,A1,L,I1,Y,2/11/2019,11:10:53,5319
27,19,E1,A1,E1,R,E1,Y,2/11/2019,11:10:57,4138
27,20,D1,K1,D1,R,D1,Y,2/11/2019,11:10:57,5273
27,21,K1,F1,K1,R,K1,Y,2/11/2019,11:10:53,5343
27,22,I1,I1,C1,L,I1,Y,2/11/2019,11:10:57,2975
27,23,E1,E1,H1,L,E1,Y,2/11/2019,11:10:53,3696
27,24,B1,B1,I1,L,B1,Y,2/11/2019,11:10:57,3910
27,25,H1,C1,H1,R,H1,Y,2/11/2019,11:10:53,5213
27,26,G1,C1,G1,R,G1,Y,2/11/2019,11:10:57,2499
27,27,C1,H1,C1,R,C1,Y,2/11/2019,11:10:53,6704
27,28,F1,F1,K1,L,F1,Y,2/11/2019,11:10:57,2667
27,29,A1,D1,A1,R,A1,Y,2/11/2019,11:10:53,6585
27,30,G1,K1,G1,R,G1,Y,2/11/2019,11:10:53,5385
27,31,A1,A1,H1,L,A1,Y,2/11/2019,11:10:57,3145
27,32,B1,K1,B1,R,B1,Y,2/11/2019,11:10:53,5186
27,33,E1,E1,B1,L,E1,Y,2/11/2019,11:10:57,3300
27,34,F1,G1,F1,R,F1,Y,2/11/2019,11:10:53,4090
27,35,C1,C1,A1,L,C1,Y,2/11/2019,11:10:57,3375
27,36,I1,I1,E1,L,I1,Y,2/11/2019,11:10:53,7869
27,37,H1,H1,E1,L,H1,Y,2/11/2019,11:10:57,4397
27,38,D1,F1,D1,R,D1,Y,2/11/2019,11:10:53,6729
27,39,K1,D1,K1,R,K1,Y,2/11/2019,11:10:57,2602
28,0,apple,apple,banana,L,apple,Y,2/14/2019,16:02:51,74252
28,1,artichoke,onion,artichoke,L,onion,N,2/14/2019,16:02:50,6300
28,2,onion,onion,artichoke,L,onion,Y,2/14/2019,16:02:51,3186
28,3,apple,banana,apple,L,banana,N,2/14/2019,16:02:50,2844
28,4,artichoke,artichoke,onion,L,artichoke,Y,2/14/2019,16:02:51,5425
28,5,onion,artichoke,onion,L,artichoke,N,2/14/2019,16:02:50,4464
28,0,B1,D1,B1,R,B1,Y,2/14/2019,16:02:51,3911
28,1,I1,E1,I1,L,E1,N,2/14/2019,16:02:50,6541
28,2,F1,F1,G1,L,F1,Y,2/14/2019,16:02:51,5620
28,3,G1,G1,E1,R,E1,N,2/14/2019,16:02:50,4859
28,4,E1,E1,I1,L,E1,Y,2/14/2019,16:02:51,12527
28,5,C1,I1,C1,R,C1,Y,2/14/2019,16:02:50,5244
28,6,H1,D1,H1,L,D1,N,2/14/2019,16:02:51,24486
28,7,D1,H1,D1,L,H1,N,2/14/2019,16:02:50,4791
28,8,K1,A1,K1,R,K1,Y,2/14/2019,16:02:51,12098
28,9,A1,A1,H1,L,A1,Y,2/14/2019,16:02:50,7018
28,10,H1,C1,H1,L,C1,N,2/14/2019,16:02:50,12446
28,11,C1,C1,H1,L,C1,Y,2/14/2019,16:02:51,4647
28,12,B1,K1,B1,L,K1,N,2/14/2019,16:02:50,8087
28,13,I1,A1,I1,R,I1,Y,2/14/2019,16:02:51,7234
28,14,F1,F1,K1,L,F1,Y,2/14/2019,16:02:50,20903
28,15,A1,D1,A1,R,A1,Y,2/14/2019,16:02:51,7101
28,16,K1,F1,K1,L,F1,N,2/14/2019,16:02:50,6972
28,17,G1,G1,D1,R,D1,N,2/14/2019,16:02:51,4994
28,18,E1,B1,E1,R,E1,Y,2/14/2019,16:02:50,13107
28,19,D1,F1,D1,R,D1,Y,2/14/2019,16:02:51,3841
28,20,F1,F1,C1,L,F1,Y,2/14/2019,16:02:51,10838
28,21,A1,A1,K1,L,A1,Y,2/14/2019,16:02:50,7577
28,22,K1,K1,B1,L,K1,Y,2/14/2019,16:02:51,7080
28,23,C1,C1,A1,L,C1,Y,2/14/2019,16:02:50,4781
28,24,H1,A1,H1,R,H1,Y,2/14/2019,16:02:51,8092
28,25,G1,G1,C1,L,G1,Y,2/14/2019,16:02:50,8399
28,26,E1,H1,E1,R,E1,Y,2/14/2019,16:02:51,3773
28,27,D1,D1,E1,L,D1,Y,2/14/2019,16:02:50,6175
28,28,B1,B1,I1,L,B1,Y,2/14/2019,16:02:51,8346
28,29,I1,B1,I1,L,B1,N,2/14/2019,16:02:50,9090
28,30,K1,D1,K1,L,D1,N,2/14/2019,16:02:50,10010
28,31,I1,C1,I1,R,I1,Y,2/14/2019,16:02:51,5428
28,32,H1,E1,H1,L,E1,N,2/14/2019,16:02:50,5570
28,33,C1,C1,E1,L,C1,Y,2/14/2019,16:02:51,3807
28,34,F1,F1,B1,L,F1,Y,2/14/2019,16:02:50,15840
28,35,D1,D1,K1,L,D1,Y,2/14/2019,16:02:51,3371
28,36,B1,B1,C1,L,B1,Y,2/14/2019,16:02:50,3549
28,37,G1,G1,K1,L,G1,Y,2/14/2019,16:02:51,3858
28,38,E1,E1,A1,R,A1,N,2/14/2019,16:02:50,5549
28,39,A1,A1,I1,L,A1,Y,2/14/2019,16:02:51,4351
29,0,apple,apple,banana,R,banana,N,2/22/2019,10:59:08,135977
29,1,artichoke,onion,artichoke,R,artichoke,Y,2/22/2019,10:59:01,18413
29,2,onion,onion,artichoke,L,onion,Y,2/22/2019,10:59:08,5281
29,3,apple,banana,apple,R,apple,Y,2/22/2019,10:59:01,4461
29,4,artichoke,onion,artichoke,R,artichoke,Y,2/22/2019,10:59:08,5025
29,5,onion,onion,artichoke,L,onion,Y,2/22/2019,10:59:01,6529
29,0,E1,E1,I1,R,I1,N,2/22/2019,10:59:08,16923
29,1,F1,F1,C1,L,F1,Y,2/22/2019,10:59:01,32016
29,2,D1,D1,E1,L,D1,Y,2/22/2019,10:59:08,2994
29,3,B1,C1,B1,R,B1,Y,2/22/2019,10:59:01,4231
29,4,H1,H1,C1,R,C1,N,2/22/2019,10:59:08,7364
29,5,A1,H1,A1,R,A1,Y,2/22/2019,10:59:01,10517
29,6,K1,B1,K1,R,K1,Y,2/22/2019,10:59:08,5421
29,7,G1,G1,C1,L,G1,Y,2/22/2019,10:59:01,26113
29,8,I1,I1,E1,R,E1,N,2/22/2019,10:59:08,6893
29,9,C1,C1,A1,L,C1,Y,2/22/2019,10:59:01,8718
29,10,I1,I1,C1,L,I1,Y,2/22/2019,10:59:01,7330
29,11,A1,A1,K1,L,A1,Y,2/22/2019,10:59:08,5103
29,12,K1,A1,K1,R,K1,Y,2/22/2019,10:59:01,4668
29,13,F1,F1,K1,R,K1,N,2/22/2019,10:59:08,11064
29,14,H1,E1,H1,L,E1,N,2/22/2019,10:59:01,18879
29,15,B1,B1,D1,R,D1,N,2/22/2019,10:59:08,26911
29,16,E1,H1,E1,R,E1,Y,2/22/2019,10:59:01,15877
29,17,C1,H1,C1,L,H1,N,2/22/2019,10:59:08,1756
29,18,D1,K1,D1,R,D1,Y,2/22/2019,10:59:01,6133
29,19,G1,D1,G1,R,G1,Y,2/22/2019,10:59:08,5189
29,20,I1,I1,A1,L,I1,Y,2/22/2019,10:59:08,2144
29,21,A1,I1,A1,R,A1,Y,2/22/2019,10:59:01,9450
29,22,D1,D1,H1,R,H1,N,2/22/2019,10:59:08,2273
29,23,C1,I1,C1,L,I1,N,2/22/2019,10:59:01,21273
29,24,E1,A1,E1,R,E1,Y,2/22/2019,10:59:08,1991
29,25,B1,B1,K1,L,B1,Y,2/22/2019,10:59:01,6425
29,26,H1,H1,D1,L,H1,Y,2/22/2019,10:59:08,3366
29,27,F1,G1,F1,R,F1,Y,2/22/2019,10:59:01,17777
29,28,K1,K1,F1,R,F1,N,2/22/2019,10:59:08,8255
29,29,G1,E1,G1,R,G1,Y,2/22/2019,10:59:01,4877
29,30,K1,D1,K1,R,K1,Y,2/22/2019,10:59:01,7255
29,31,A1,D1,A1,R,A1,Y,2/22/2019,10:59:08,2041
29,32,I1,B1,I1,R,I1,Y,2/22/2019,10:59:01,7804
29,33,F1,F1,B1,L,F1,Y,2/22/2019,10:59:08,2848
29,34,H1,A1,H1,R,H1,Y,2/22/2019,10:59:01,7945
29,35,G1,G1,K1,R,K1,N,2/22/2019,10:59:08,3988
29,36,D1,D1,F1,L,D1,Y,2/22/2019,10:59:01,3720
29,37,B1,I1,B1,L,I1,N,2/22/2019,10:59:08,2605
29,38,E1,E1,B1,L,E1,Y,2/22/2019,10:59:01,5502
29,39,C1,E1,C1,L,E1,N,2/22/2019,10:59:08,2247
30,0,apple,apple,banana,L,apple,Y,2/22/2019,16:12:12,78354
30,1,artichoke,artichoke,onion,L,artichoke,Y,2/22/2019,16:11:54,27580
30,2,onion,onion,artichoke,L,onion,Y,2/22/2019,16:12:12,6713
30,3,apple,apple,banana,L,apple,Y,2/22/2019,16:11:54,5792
30,4,artichoke,onion,artichoke,R,artichoke,Y,2/22/2019,16:12:12,6924
30,5,onion,onion,artichoke,L,onion,Y,2/22/2019,16:11:54,7270
30,0,G1,C1,G1,R,G1,Y,2/22/2019,16:12:12,21060
30,1,H1,H1,D1,L,H1,Y,2/22/2019,16:11:54,20396
30,2,E1,I1,E1,R,E1,Y,2/22/2019,16:12:12,17935
30,3,B1,B1,C1,L,B1,Y,2/22/2019,16:11:54,14575
