subid,trial,target,leftpic,rightpic,chosenside,chosenpic,correct,date,time,rt
43,0,H1,C1,H1,R,H1,Y,4/5/2019,10:08:43,5097
43,1,K1,F1,K1,R,K1,Y,4/5/2019,10:08:41,7113
43,2,A1,A1,K1,L,A1,Y,4/5/2019,10:08:43,8514
43,3,B1,B1,D1,L,B1,Y,4/5/2019,10:08:41,5302
43,4,D1,F1,D1,R,D1,Y,4/5/2019,10:08:43,3774
43,5,G1,G1,D1,L,G1,Y,4/5/2019,10:08:41,7983
43,6,C1,C1,H1,L,C1,Y,4/5/2019,10:08:43,5504
43,7,E1,I1,E1,R,E1,Y,4/5/2019,10:08:41,4110
43,8,F1,F1,C1,L,F1,Y,4/5/2019,10:08:43,6696
43,9,I1,I1,C1,L,I1,Y,4/5/2019,10:08:41,4089
43,10,A1,D1,A1,R,A1,Y,4/5/2019,10:08:41,4709
43,11,E1,E1,H1,L,E1,Y,4/5/2019,10:08:43,5306
43,12,D1,H1,D1,R,D1,Y,4/5/2019,10:08:41,3439
43,13,I1,I1,B1,L,I1,Y,4/5/2019,10:08:43,2776
43,14,F1,F1,G1,L,F1,Y,4/5/2019,10:08:41,3339
43,15,B1,B1,C1,L,B1,Y,4/5/2019,10:08:43,3684
43,16,C1,C1,E1,L,C1,Y,4/5/2019,10:08:41,3395
43,17,K1,K1,A1,L,K1,Y,4/5/2019,10:08:43,5330
43,18,H1,H1,A1,L,H1,Y,4/5/2019,10:08:41,14288
43,19,G1,G1,K1,L,G1,Y,4/5/2019,10:08:43,5186
43,20,C1,C1,I1,L,C1,Y,4/5/2019,10:08:43,3725
43,21,G1,E1,G1,R,G1,Y,4/5/2019,10:08:41,6577
43,22,F1,F1,B1,L,F1,Y,4/5/2019,10:08:43,5374
43,23,E1,B1,E1,R,E1,Y,4/5/2019,10:08:41,3565
43,24,D1,D1,K1,L,D1,Y,4/5/2019,10:08:43,1935
43,25,I1,I1,A1,L,I1,Y,4/5/2019,10:08:41,5611
43,26,H1,D1,H1,R,H1,Y,4/5/2019,10:08:43,4573
43,27,K1,B1,K1,R,K1,Y,4/5/2019,10:08:41,4494
43,28,A1,I1,A1,R,A1,Y,4/5/2019,10:08:43,6458
43,29,B1,B1,I1,L,B1,Y,4/5/2019,10:08:41,3358
43,30,F1,F1,K1,L,F1,Y,4/5/2019,10:08:41,5779
43,31,G1,G1,C1,L,G1,Y,4/5/2019,10:08:43,5071
43,32,A1,H1,A1,R,A1,Y,4/5/2019,10:08:41,9560
43,33,I1,E1,I1,R,I1,Y,4/5/2019,10:08:43,2498
43,34,H1,H1,E1,L,H1,Y,4/5/2019,10:08:41,11290
43,35,B1,B1,K1,L,B1,Y,4/5/2019,10:08:43,3171
43,36,C1,A1,C1,R,C1,Y,4/5/2019,10:08:41,2919
43,37,K1,K1,D1,L,K1,Y,4/5/2019,10:08:43,2409
43,38,D1,D1,E1,L,D1,Y,4/5/2019,10:08:41,2558
43,39,E1,E1,A1,L,E1,Y,4/5/2019,10:08:43,3627
44,0,apple,banana,apple,R,apple,Y,4/5/2019,13:54:22,4225
44,1,artichoke,artichoke,onion,L,artichoke,Y,4/5/2019,13:54:21,6288
44,2,onion,onion,artichoke,L,onion,Y,4/5/2019,13:54:22,4010
44,3,apple,apple,banana,R,banana,N,4/5/2019,13:54:21,7010
44,4,artichoke,onion,artichoke,R,artichoke,Y,4/5/2019,13:54:22,5066
44,5,onion,artichoke,onion,R,onion,Y,4/5/2019,13:54:21,8007
44,0,K1,A1,K1,R,K1,Y,4/5/2019,13:54:22,4041
44,1,E1,E1,A1,L,E1,Y,4/5/2019,13:54:21,38375
44,2,A1,A1,D1,L,A1,Y,4/5/2019,13:54:22,12561
44,3,I1,C1,I1,R,I1,Y,4/5/2019,13:54:21,17673
44,4,C1,C1,A1,L,C1,Y,4/5/2019,13:54:22,6181
44,5,G1,D1,G1,R,G1,Y,4/5/2019,13:54:21,9832
44,6,F1,B1,F1,R,F1,Y,4/5/2019,13:54:22,16427
44,7,B1,K1,B1,R,B1,Y,4/5/2019,13:54:21,27292
44,8,D1,E1,D1,R,D1,Y,4/5/2019,13:54:22,5088
44,9,H1,H1,A1,L,H1,Y,4/5/2019,13:54:21,30959
44,10,C1,I1,C1,R,C1,Y,4/5/2019,13:54:21,8313
44,11,G1,G1,E1,L,G1,Y,4/5/2019,13:54:22,5474
44,12,F1,K1,F1,R,F1,Y,4/5/2019,13:54:21,16959
44,13,I1,I1,E1,L,I1,Y,4/5/2019,13:54:22,5514
44,14,D1,D1,K1,L,D1,Y,4/5/2019,13:54:21,9572
44,15,B1,B1,C1,L,B1,Y,4/5/2019,13:54:22,10285
44,16,A1,H1,A1,R,A1,Y,4/5/2019,13:54:21,10436
44,17,E1,E1,I1,L,E1,Y,4/5/2019,13:54:22,5077
44,18,K1,B1,K1,R,K1,Y,4/5/2019,13:54:21,8031
44,19,H1,H1,E1,L,H1,Y,4/5/2019,13:54:22,9379
44,20,D1,F1,D1,R,D1,Y,4/5/2019,13:54:22,5308
44,21,G1,K1,G1,R,G1,Y,4/5/2019,13:54:21,8157
44,22,F1,C1,F1,R,F1,Y,4/5/2019,13:54:22,3864
44,23,B1,D1,B1,R,B1,Y,4/5/2019,13:54:21,12589
44,24,C1,H1,C1,R,C1,Y,4/5/2019,13:54:22,6025
44,25,H1,H1,C1,L,H1,Y,4/5/2019,13:54:21,5762
44,26,A1,A1,I1,L,A1,Y,4/5/2019,13:54:22,2947
44,27,E1,H1,E1,R,E1,Y,4/5/2019,13:54:21,2821
44,28,K1,F1,K1,R,K1,Y,4/5/2019,13:54:22,8833
44,29,I1,B1,I1,R,I1,Y,4/5/2019,13:54:21,12133
44,30,C1,C1,E1,L,C1,Y,4/5/2019,13:54:21,8599
44,31,E1,E1,B1,L,E1,Y,4/5/2019,13:54:22,2445
44,32,F1,F1,G1,L,F1,Y,4/5/2019,13:54:21,8903
44,33,G1,C1,G1,R,G1,Y,4/5/2019,13:54:22,2655
44,34,D1,D1,H1,L,D1,Y,4/5/2019,13:54:21,5540
44,35,I1,I1,A1,L,I1,Y,4/5/2019,13:54:22,3187
44,36,A1,K1,A1,R,A1,Y,4/5/2019,13:54:21,4079
44,37,B1,I1,B1,R,B1,Y,4/5/2019,13:54:22,3442
44,38,K1,K1,D1,L,K1,Y,4/5/2019,13:54:21,6006
44,39,H1,D1,H1,R,H1,Y,4/5/2019,13:54:22,3647
45,0,apple,banana,apple,R,apple,Y,4/10/2019,13:44:07,54817
45,1,artichoke,onion,artichoke,R,artichoke,Y,4/10/2019,13:44:05,34562
45,2,onion,artichoke,onion,R,onion,Y,4/10/2019,13:44:07,20844
45,3,apple,banana,apple,R,apple,Y,4/10/2019,13:44:05,18462
45,4,artichoke,onion,artichoke,R,artichoke,Y,4/10/2019,13:44:07,12848
45,5,onion,artichoke,onion,L,artichoke,N,4/10/2019,13:44:05,12266
45,0,B1,C1,B1,R,B1,Y,4/10/2019,13:44:07,14566
45,1,C1,C1,A1,L,C1,Y,4/10/2019,13:44:05,10311
45,2,D1,D1,F1,L,D1,Y,4/10/2019,13:44:07,18689
45,3,A1,A1,D1,L,A1,Y,4/10/2019,13:44:05,9850
45,4,K1,D1,K1,R,K1,Y,4/10/2019,13:44:07,6700
45,5,E1,I1,E1,R,E1,Y,4/10/2019,13:44:05,8198
45,6,F1,F1,C1,L,F1,Y,4/10/2019,13:44:07,7590
45,7,H1,H1,E1,L,H1,Y,4/10/2019,13:44:05,9931
45,8,G1,G1,K1,L,G1,Y,4/10/2019,13:44:07,9263
45,9,I1,B1,I1,R,I1,Y,4/10/2019,13:44:05,8102
45,10,B1,B1,D1,L,B1,Y,4/10/2019,13:44:05,7786
45,11,I1,I1,C1,L,I1,Y,4/10/2019,13:44:07,6217
45,12,K1,K1,F1,R,F1,N,4/10/2019,13:44:05,22981
45,13,C1,C1,H1,L,C1,Y,4/10/2019,13:44:07,4558
45,14,G1,G1,C1,L,G1,Y,4/10/2019,13:44:05,12313
45,15,E1,B1,E1,R,E1,Y,4/10/2019,13:44:07,3526
45,16,F1,B1,F1,R,F1,Y,4/10/2019,13:44:05,11077
45,17,A1,K1,A1,R,A1,Y,4/10/2019,13:44:07,12204
45,18,D1,H1,D1,R,D1,Y,4/10/2019,13:44:05,11359
45,19,H1,H1,A1,L,H1,Y,4/10/2019,13:44:07,14330
45,20,F1,F1,K1,L,F1,Y,4/10/2019,13:44:07,9273
45,21,A1,I1,A1,R,A1,Y,4/10/2019,13:44:05,11503
45,22,K1,K1,A1,L,K1,Y,4/10/2019,13:44:07,4980
45,23,C1,C1,E1,L,C1,Y,4/10/2019,13:44:05,11843
45,24,B1,B1,K1,L,B1,Y,4/10/2019,13:44:07,5106
45,25,E1,A1,E1,R,E1,Y,4/10/2019,13:44:05,5373
45,26,G1,G1,E1,L,G1,Y,4/10/2019,13:44:07,8410
45,27,I1,I1,A1,L,I1,Y,4/10/2019,13:44:05,12008
45,28,D1,K1,D1,R,D1,Y,4/10/2019,13:44:07,4795
45,29,H1,D1,H1,R,H1,Y,4/10/2019,13:44:05,7396
45,30,K1,K1,B1,L,K1,Y,4/10/2019,13:44:05,18384
45,31,E1,H1,E1,R,E1,Y,4/10/2019,13:44:07,4827
45,32,G1,D1,G1,R,G1,Y,4/10/2019,13:44:05,24501
45,33,I1,I1,E1,L,I1,Y,4/10/2019,13:44:07,9453
45,34,D1,E1,D1,R,D1,Y,4/10/2019,13:44:05,9099
45,35,H1,H1,C1,L,H1,Y,4/10/2019,13:44:07,5307
45,36,B1,B1,I1,L,B1,Y,4/10/2019,13:44:05,9210
45,37,A1,A1,H1,L,A1,Y,4/10/2019,13:44:07,3451
45,38,F1,F1,G1,L,F1,Y,4/10/2019,13:44:05,17623
45,39,C1,C1,I1,L,C1,Y,4/10/2019,13:44:07,4360
46,0,apple,banana,apple,R,apple,Y,4/10/2019,16:17:27,22723
46,1,artichoke,onion,artichoke,R,artichoke,Y,4/10/2019,16:17:24,76381
46,2,onion,artichoke,onion,R,onion,Y,4/10/2019,16:17:27,17990
46,3,apple,banana,apple,R,apple,Y,4/10/2019,16:17:24,4860
46,4,artichoke,artichoke,onion,L,artichoke,Y,4/10/2019,16:17:27,11191
46,5,onion,onion,artichoke,L,onion,Y,4/10/2019,16:17:24,23630
46,0,H1,H1,E1,R,E1,N,4/10/2019,16:17:27,14092
46,1,E1,E1,H1,L,E1,Y,4/10/2019,16:17:24,14954
46,2,K1,D1,K1,R,K1,Y,4/10/2019,16:17:27,14052
46,3,A1,A1,H1,L,A1,Y,4/10/2019,16:17:24,6067
46,4,I1,A1,I1,R,I1,Y,4/10/2019,16:17:27,7510
46,5,G1,G1,C1,L,G1,Y,4/10/2019,16:17:24,37653
46,6,D1,D1,F1,L,D1,Y,4/10/2019,16:17:27,14230
46,7,C1,H1,C1,R,C1,Y,4/10/2019,16:17:24,9926
46,8,F1,G1,F1,R,F1,Y,4/10/2019,16:17:27,7833
46,9,B1,B1,D1,L,B1,Y,4/10/2019,16:17:24,9729
46,10,H1,A1,H1,R,H1,Y,4/10/2019,16:17:24,43064
46,11,A1,K1,A1,R,A1,Y,4/10/2019,16:17:27,28766
46,12,D1,K1,D1,R,D1,Y,4/10/2019,16:17:24,8200
46,13,E1,E1,A1,L,E1,Y,4/10/2019,16:17:27,7088
46,14,F1,F1,K1,L,F1,Y,4/10/2019,16:17:24,32893
46,15,B1,I1,B1,R,B1,Y,4/10/2019,16:17:27,19576
46,16,K1,K1,A1,L,K1,Y,4/10/2019,16:17:24,51524
46,17,C1,A1,C1,R,C1,Y,4/10/2019,16:17:27,20313
46,18,I1,C1,I1,R,I1,Y,4/10/2019,16:17:24,20590
46,19,G1,G1,E1,L,G1,Y,4/10/2019,16:17:27,13507
46,20,F1,C1,F1,R,F1,Y,4/10/2019,16:17:27,7034
46,21,E1,I1,E1,R,E1,Y,4/10/2019,16:17:24,13483
46,22,H1,C1,H1,R,H1,Y,4/10/2019,16:17:27,11134
46,23,C1,C1,E1,R,E1,N,4/10/2019,16:17:24,26854
46,24,K1,K1,F1,L,K1,Y,4/10/2019,16:17:27,12433
46,25,B1,C1,B1,R,B1,Y,4/10/2019,16:17:24,109870
46,26,I1,B1,I1,R,I1,Y,4/10/2019,16:17:27,518842
46,27,G1,K1,G1,L,K1,N,4/10/2019,16:17:24,44879
46,28,D1,H1,D1,R,D1,Y,4/10/2019,16:17:27,8638
46,29,A1,A1,D1,L,A1,Y,4/10/2019,16:17:24,19821
46,30,D1,D1,E1,L,D1,Y,4/10/2019,16:17:24,102798
46,31,C1,I1,C1,L,I1,N,4/10/2019,16:17:27,15383
46,32,K1,K1,B1,L,K1,Y,4/10/2019,16:17:24,6487
46,33,G1,G1,D1,L,G1,Y,4/10/2019,16:17:27,27052
46,34,I1,I1,E1,L,I1,Y,4/10/2019,16:17:24,16535
46,35,B1,B1,K1,R,K1,N,4/10/2019,16:17:27,19025
46,36,H1,H1,D1,L,H1,Y,4/10/2019,16:17:24,47821
46,37,E1,E1,B1,L,E1,Y,4/10/2019,16:17:27,6644
46,38,F1,B1,F1,R,F1,Y,4/10/2019,16:17:24,28542
46,39,A1,I1,A1,R,A1,Y,4/10/2019,16:17:27,25994
47,0,apple,banana,apple,R,apple,Y,4/11/2019,15:38:05,6178
47,1,artichoke,artichoke,onion,L,artichoke,Y,4/11/2019,15:37:56,15088
47,2,onion,onion,artichoke,L,onion,Y,4/11/2019,15:38:05,7301
47,3,apple,banana,apple,R,apple,Y,4/11/2019,15:37:56,15203
47,4,artichoke,onion,artichoke,R,artichoke,Y,4/11/2019,15:38:05,7333
47,5,onion,artichoke,onion,R,onion,Y,4/11/2019,15:37:56,10790
47,0,G1,D1,G1,R,G1,Y,4/11/2019,15:38:05,7459
47,1,I1,E1,I1,R,I1,Y,4/11/2019,15:37:56,7787
47,2,E1,E1,H1,R,H1,N,4/11/2019,15:38:05,24175
47,3,B1,I1,B1,R,B1,Y,4/11/2019,15:37:56,8759
47,4,D1,H1,D1,R,D1,Y,4/11/2019,15:38:05,4402
47,5,K1,D1,K1,R,K1,Y,4/11/2019,15:37:56,8872
47,6,H1,E1,H1,R,H1,Y,4/11/2019,15:38:05,7958
47,7,F1,G1,F1,R,F1,Y,4/11/2019,15:37:56,6935
47,8,A1,A1,K1,L,A1,Y,4/11/2019,15:38:05,11556
47,9,C1,H1,C1,R,C1,Y,4/11/2019,15:37:56,7353
47,10,E1,E1,I1,L,E1,Y,4/11/2019,15:37:56,7316
47,11,F1,F1,K1,L,F1,Y,4/11/2019,15:38:05,6104
47,12,H1,C1,H1,R,H1,Y,4/11/2019,15:37:56,6669
47,13,B1,B1,D1,L,B1,Y,4/11/2019,15:38:05,7655
47,14,G1,E1,G1,R,G1,Y,4/11/2019,15:37:56,6905
47,15,C1,C1,A1,L,C1,Y,4/11/2019,15:38:05,4334
47,16,D1,F1,D1,R,D1,Y,4/11/2019,15:37:56,5508
47,17,I1,I1,B1,L,I1,Y,4/11/2019,15:38:05,4867
47,18,A1,A1,D1,L,A1,Y,4/11/2019,15:37:56,13080
47,19,K1,A1,K1,R,K1,Y,4/11/2019,15:38:05,4412
47,20,D1,D1,E1,L,D1,Y,4/11/2019,15:38:05,5179
47,21,K1,K1,F1,L,K1,Y,4/11/2019,15:37:56,3698
47,22,A1,I1,A1,R,A1,Y,4/11/2019,15:38:05,5682
47,23,F1,B1,F1,R,F1,Y,4/11/2019,15:37:56,5498
47,24,G1,G1,C1,L,G1,Y,4/11/2019,15:38:05,4969
47,25,B1,K1,B1,R,B1,Y,4/11/2019,15:37:56,5847
47,26,E1,E1,A1,L,E1,Y,4/11/2019,15:38:05,4475
47,27,I1,C1,I1,R,I1,Y,4/11/2019,15:37:56,7453
47,28,H1,H1,A1,L,H1,Y,4/11/2019,15:38:05,6446
47,29,C1,E1,C1,R,C1,Y,4/11/2019,15:37:56,6547
47,30,H1,H1,D1,L,H1,Y,4/11/2019,15:37:56,8003
47,31,K1,K1,B1,L,K1,Y,4/11/2019,15:38:05,3609
47,32,G1,G1,K1,L,G1,Y,4/11/2019,15:37:56,5543
47,33,F1,C1,F1,R,F1,Y,4/11/2019,15:38:05,4107
47,34,E1,B1,E1,R,E1,Y,4/11/2019,15:37:56,4877
47,35,C1,C1,I1,L,C1,Y,4/11/2019,15:38:05,3809
47,36,D1,D1,K1,L,D1,Y,4/11/2019,15:37:56,6901
47,37,B1,C1,B1,R,B1,Y,4/11/2019,15:38:05,6916
47,38,A1,H1,A1,R,A1,Y,4/11/2019,15:37:56,7783
47,39,I1,I1,A1,L,I1,Y,4/11/2019,15:38:05,3951
48,0,apple,apple,banana,L,apple,Y,4/12/2019,14:00:34,8129
48,1,artichoke,artichoke,onion,L,artichoke,Y,4/12/2019,14:00:13,10130
48,2,onion,artichoke,onion,R,onion,Y,4/12/2019,14:00:34,9307
48,3,apple,banana,apple,R,apple,Y,4/12/2019,14:00:13,3044
48,4,artichoke,artichoke,onion,L,artichoke,Y,4/12/2019,14:00:34,5876
48,5,onion,onion,artichoke,L,onion,Y,4/12/2019,14:00:13,29830
48,0,F1,F1,B1,L,F1,Y,4/12/2019,14:00:34,20725
48,1,A1,D1,A1,R,A1,Y,4/12/2019,14:00:13,19764
48,2,C1,C1,H1,L,C1,Y,4/12/2019,14:00:34,14204
48,3,G1,G1,K1,L,G1,Y,4/12/2019,14:00:13,18682
48,4,H1,E1,H1,L,E1,N,4/12/2019,14:00:34,10246
48,5,E1,E1,B1,R,B1,N,4/12/2019,14:00:13,4978
48,6,D1,D1,F1,L,D1,Y,4/12/2019,14:00:34,13166
48,7,B1,B1,I1,L,B1,Y,4/12/2019,14:00:13,6686
48,8,K1,K1,A1,L,K1,Y,4/12/2019,14:00:34,9202
48,9,I1,B1,I1,R,I1,Y,4/12/2019,14:00:13,6666
48,10,H1,H1,D1,L,H1,Y,4/12/2019,14:00:13,12283
48,11,G1,E1,G1,R,G1,Y,4/12/2019,14:00:34,6002
48,12,K1,K1,D1,L,K1,Y,4/12/2019,14:00:13,4848
48,13,I1,I1,E1,L,I1,Y,4/12/2019,14:00:34,5004
48,14,F1,F1,G1,L,F1,Y,4/12/2019,14:00:13,4204
48,15,E1,E1,H1,L,E1,Y,4/12/2019,14:00:34,5974
48,16,C1,E1,C1,R,C1,Y,4/12/2019,14:00:13,5740
48,17,B1,B1,C1,L,B1,Y,4/12/2019,14:00:34,4736
48,18,D1,E1,D1,R,D1,Y,4/12/2019,14:00:13,3974
48,19,A1,A1,K1,L,A1,Y,4/12/2019,14:00:34,4667
48,20,D1,H1,D1,R,D1,Y,4/12/2019,14:00:34,5451
48,21,E1,E1,I1,L,E1,Y,4/12/2019,14:00:13,6237
48,22,H1,A1,H1,R,H1,Y,4/12/2019,14:00:34,5233
48,23,I1,I1,A1,L,I1,Y,4/12/2019,14:00:13,3951
48,24,F1,F1,C1,L,F1,Y,4/12/2019,14:00:34,8050
48,25,B1,B1,D1,L,B1,Y,4/12/2019,14:00:13,3764
48,26,C1,C1,A1,L,C1,Y,4/12/2019,14:00:34,6375
48,27,G1,C1,G1,L,C1,N,4/12/2019,14:00:13,6691
48,28,K1,K1,F1,L,K1,Y,4/12/2019,14:00:34,8495
48,29,A1,A1,H1,L,A1,Y,4/12/2019,14:00:13,4858
48,30,H1,H1,C1,L,H1,Y,4/12/2019,14:00:13,5083
48,31,G1,D1,G1,R,G1,Y,4/12/2019,14:00:34,4143
48,32,K1,B1,K1,R,K1,Y,4/12/2019,14:00:13,3409
48,33,E1,E1,A1,L,E1,Y,4/12/2019,14:00:34,4907
48,34,F1,F1,K1,L,F1,Y,4/12/2019,14:00:13,5503
48,35,I1,C1,I1,R,I1,Y,4/12/2019,14:00:34,4206
48,36,D1,D1,K1,L,D1,Y,4/12/2019,14:00:13,3291
48,37,B1,K1,B1,R,B1,Y,4/12/2019,14:00:34,3790
48,38,C1,I1,C1,R,C1,Y,4/12/2019,14:00:13,3329
48,39,A1,A1,I1,L,A1,Y,4/12/2019,14:00:34,3550
49,0,apple,apple,banana,L,apple,Y,4/15/2019,12:08:29,58081
49,1,artichoke,artichoke,onion,L,artichoke,Y,4/15/2019,12:08:13,6906
49,2,onion,artichoke,onion,R,onion,Y,4/15/2019,12:08:29,3906
49,3,apple,banana,apple,R,apple,Y,4/15/2019,12:08:13,9420
49,4,artichoke,onion,artichoke,R,artichoke,Y,4/15/2019,12:08:29,5887
49,5,onion,artichoke,onion,R,onion,Y,4/15/2019,12:08:13,2325
49,0,C1,C1,E1,L,C1,Y,4/15/2019,12:08:29,4887
49,1,A1,I1,A1,R,A1,Y,4/15/2019,12:08:13,15465
49,2,E1,H1,E1,R,E1,Y,4/15/2019,12:08:29,27982
49,3,K1,F1,K1,R,K1,Y,4/15/2019,12:08:13,6150
49,4,H1,C1,H1,R,H1,Y,4/15/2019,12:08:29,6191
49,5,F1,F1,C1,L,F1,Y,4/15/2019,12:08:13,6415
49,6,D1,F1,D1,R,D1,Y,4/15/2019,12:08:29,3452
49,7,G1,E1,G1,R,G1,Y,4/15/2019,12:08:13,8461
49,8,B1,B1,K1,L,B1,Y,4/15/2019,12:08:29,4657
49,9,I1,B1,I1,R,I1,Y,4/15/2019,12:08:13,5043
49,10,D1,K1,D1,R,D1,Y,4/15/2019,12:08:13,4843
49,11,K1,K1,A1,L,K1,Y,4/15/2019,12:08:29,3683
49,12,H1,A1,H1,R,H1,Y,4/15/2019,12:08:13,5517
49,13,G1,G1,C1,L,G1,Y,4/15/2019,12:08:29,6769
49,14,B1,B1,D1,L,B1,Y,4/15/2019,12:08:13,3870
49,15,A1,D1,A1,R,A1,Y,4/15/2019,12:08:29,3746
49,16,C1,C1,H1,L,C1,Y,4/15/2019,12:08:13,3943
49,17,F1,F1,K1,L,F1,Y,4/15/2019,12:08:29,3976
49,18,E1,E1,I1,L,E1,Y,4/15/2019,12:08:13,10670
49,19,I1,I1,E1,L,I1,Y,4/15/2019,12:08:29,3768
49,20,H1,D1,H1,R,H1,Y,4/15/2019,12:08:29,4914
49,21,G1,D1,G1,R,G1,Y,4/15/2019,12:08:13,3758
49,22,C1,I1,C1,R,C1,Y,4/15/2019,12:08:29,7503
49,23,K1,K1,B1,L,K1,Y,4/15/2019,12:08:13,3123
49,24,E1,B1,E1,R,E1,Y,4/15/2019,12:08:29,3139
49,25,F1,F1,G1,L,F1,Y,4/15/2019,12:08:13,9438
49,26,B1,B1,I1,L,B1,Y,4/15/2019,12:08:29,3440
49,27,I1,C1,I1,R,I1,Y,4/15/2019,12:08:13,3451
49,28,D1,H1,D1,R,D1,Y,4/15/2019,12:08:29,3929
49,29,A1,A1,H1,L,A1,Y,4/15/2019,12:08:13,4515
49,30,D1,D1,E1,L,D1,Y,4/15/2019,12:08:13,4940
49,31,I1,A1,I1,R,I1,Y,4/15/2019,12:08:29,2038
49,32,H1,H1,E1,L,H1,Y,4/15/2019,12:08:13,3316
49,33,G1,G1,K1,L,G1,Y,4/15/2019,12:08:29,4101
49,34,C1,C1,A1,L,C1,Y,4/15/2019,12:08:13,3448
49,35,K1,D1,K1,R,K1,Y,4/15/2019,12:08:29,2840
49,36,E1,E1,A1,L,E1,Y,4/15/2019,12:08:13,4288
49,37,F1,F1,B1,L,F1,Y,4/15/2019,12:08:29,3674
49,38,B1,C1,B1,R,B1,Y,4/15/2019,12:08:13,4608
49,39,A1,K1,A1,R,A1,Y,4/15/2019,12:08:29,4285
50,0,apple,banana,apple,R,apple,Y,4/16/2019,11:07:10,12716
50,1,artichoke,onion,artichoke,R,artichoke,Y,4/16/2019,11:07:07,13285
50,2,onion,artichoke,onion,R,onion,Y,4/16/2019,11:07:10,4211
50,3,apple,apple,banana,L,apple,Y,4/16/2019,11:07:07,2964
50,4,artichoke,onion,artichoke,R,artichoke,Y,4/16/2019,11:07:10,4166
50,5,onion,artichoke,onion,R,onion,Y,4/16/2019,11:07:07,5655
50,0,K1,B1,K1,R,K1,Y,4/16/2019,11:07:10,14249
50,1,C1,C1,I1,L,C1,Y,4/16/2019,11:07:07,7199
50,2,F1,B1,F1,R,F1,Y,4/16/2019,11:07:10,5360
50,3,A1,I1,A1,R,A1,Y,4/16/2019,11:07:07,8014
50,4,I1,I1,E1,L,I1,Y,4/16/2019,11:07:10,4169
50,5,B1,K1,B1,R,B1,Y,4/16/2019,11:07:07,3583
50,6,H1,E1,H1,R,H1,Y,4/16/2019,11:07:10,7213
50,7,G1,C1,G1,R,G1,Y,4/16/2019,11:07:07,13947
50,8,E1,E1,I1,L,E1,Y,4/16/2019,11:07:10,2744
50,9,D1,H1,D1,R,D1,Y,4/16/2019,11:07:07,4287
50,10,E1,H1,E1,R,E1,Y,4/16/2019,11:07:07,3542
50,11,B1,D1,B1,R,B1,Y,4/16/2019,11:07:10,4475
50,12,K1,D1,K1,R,K1,Y,4/16/2019,11:07:07,8241
50,13,C1,E1,C1,R,C1,Y,4/16/2019,11:07:10,3372
50,14,H1,A1,H1,R,H1,Y,4/16/2019,11:07:07,6891
50,15,A1,A1,K1,L,A1,Y,4/16/2019,11:07:10,5270
50,16,F1,F1,C1,L,F1,Y,4/16/2019,11:07:07,5557
50,17,G1,G1,E1,L,G1,Y,4/16/2019,11:07:10,4559
50,18,I1,C1,I1,R,I1,Y,4/16/2019,11:07:07,3673
50,19,D1,E1,D1,R,D1,Y,4/16/2019,11:07:10,2954
50,20,I1,A1,I1,R,I1,Y,4/16/2019,11:07:10,3643
50,21,D1,F1,D1,R,D1,Y,4/16/2019,11:07:07,3233
50,22,E1,E1,B1,L,E1,Y,4/16/2019,11:07:10,2314
50,23,A1,A1,D1,L,A1,Y,4/16/2019,11:07:07,3406
50,24,H1,H1,C1,L,H1,Y,4/16/2019,11:07:10,2669
50,25,G1,G1,D1,L,G1,Y,4/16/2019,11:07:07,2602
50,26,F1,F1,G1,L,F1,Y,4/16/2019,11:07:10,5492
50,27,C1,C1,H1,L,C1,Y,4/16/2019,11:07:07,3538
50,28,K1,K1,F1,L,K1,Y,4/16/2019,11:07:10,5342
50,29,B1,C1,B1,R,B1,Y,4/16/2019,11:07:07,3114
50,30,K1,K1,A1,L,K1,Y,4/16/2019,11:07:07,4299
50,31,D1,K1,D1,R,D1,Y,4/16/2019,11:07:10,2282
50,32,E1,A1,E1,R,E1,Y,4/16/2019,11:07:07,2146
50,33,B1,I1,B1,R,B1,Y,4/16/2019,11:07:10,2643
50,34,I1,B1,I1,R,I1,Y,4/16/2019,11:07:07,2392
50,35,C1,C1,A1,L,C1,Y,4/16/2019,11:07:10,3626
50,36,F1,K1,F1,R,F1,Y,4/16/2019,11:07:07,3775
50,37,A1,H1,A1,R,A1,Y,4/16/2019,11:07:10,2661
50,38,H1,H1,D1,L,H1,Y,4/16/2019,11:07:07,5819
50,39,G1,G1,K1,L,G1,Y,4/16/2019,11:07:10,2155
51,0,apple,apple,banana,L,apple,Y,4/19/2019,12:15:40,19166
51,1,artichoke,artichoke,onion,L,artichoke,Y,4/19/2019,12:15:30,34866
51,2,onion,onion,artichoke,L,onion,Y,4/19/2019,12:15:40,18621
51,3,apple,banana,apple,R,apple,Y,4/19/2019,12:15:30,13706
51,4,artichoke,artichoke,onion,L,artichoke,Y,4/19/2019,12:15:40,15142
51,5,onion,onion,artichoke,L,onion,Y,4/19/2019,12:15:30,9282
51,0,K1,A1,K1,R,K1,Y,4/19/2019,12:15:40,15831
51,1,C1,I1,C1,R,C1,Y,4/19/2019,12:15:30,23590
51,2,E1,A1,E1,R,E1,Y,4/19/2019,12:15:40,14379
51,3,A1,K1,A1,R,A1,Y,4/19/2019,12:15:30,12652
51,4,B1,B1,K1,L,B1,Y,4/19/2019,12:15:40,13197
51,5,G1,G1,C1,L,G1,Y,4/19/2019,12:15:30,10310
