audio,subid,trial,target,leftpic,rightpic,correct,person
69_34,69,34,D1,F1,D1,Y,parent
69_35,69,35,C1,C1,A1,Y,child
69_36,69,36,B1,I1,B1,Y,parent
69_37,69,37,K1,K1,D1,Y,child
69_40,69,40,F1,F1,C1,Y,parent
70_01,70,1,I1,A1,I1,Y,parent
70_02,70,2,G1,C1,G1,Y,child
70_03,70,3,B1,B1,D1,Y,parent
70_04,70,4,C1,E1,C1,Y,child
70_05,70,5,A1,K1,A1,Y,parent
70_06,70,6,D1,D1,H1,Y,child
70_07,70,7,K1,K1,D1,Y,parent
70_08,70,8,H1,C1,H1,Y,child
70_09,70,9,F1,G1,F1,Y,parent
70_10,70,10,E1,E1,H1,Y,child
70_32,70,32,G1,E1,G1,Y,parent
70_33,70,33,A1,D1,A1,Y,child
70_34,70,34,H1,H1,E1,Y,parent
70_35,70,35,K1,F1,K1,Y,child
70_36,70,36,D1,D1,E1,Y,parent
70_37,70,37,B1,B1,K1,Y,child
70_38,70,38,C1,H1,C1,Y,parent
70_39,70,39,I1,B1,I1,Y,child
70_40,70,40,E1,I1,E1,Y,parent
71_01,71,1,E1,H1,E1,Y,parent
71_02,71,2,H1,H1,E1,Y,child
71_03,71,3,F1,F1,K1,Y,parent
71_04,71,4,G1,G1,E1,Y,child
71_05,71,5,A1,K1,A1,Y,parent
71_06,71,6,C1,A1,C1,Y,child
71_07,71,7,I1,A1,I1,Y,parent
71_08,71,8,K1,K1,F1,Y,child
71_09,71,9,D1,D1,K1,Y,parent
71_10,71,10,B1,B1,I1,Y,child
71_31,71,31,D1,D1,H1,Y,child
71_32,71,32,G1,G1,D1,Y,parent
71_33,71,33,I1,B1,I1,N,child
71_34,71,34,C1,I1,C1,Y,parent
71_35,71,35,A1,A1,D1,Y,child
71_36,71,36,K1,D1,K1,Y,parent
71_37,71,37,F1,B1,F1,Y,child
71_38,71,38,B1,K1,B1,N,parent
71_39,71,39,E1,I1,E1,N,child
71_40,71,40,H1,C1,H1,Y,parent
72_01,72,1,G1,K1,G1,N,parent
72_02,72,2,K1,D1,K1,Y,child
72_03,72,3,F1,C1,F1,Y,parent
72_04,72,4,D1,D1,K1,Y,child
72_05,72,5,A1,A1,K1,Y,parent
72_06,72,6,I1,C1,I1,Y,child
72_07,72,7,E1,E1,H1,Y,parent
72_08,72,8,C1,A1,C1,Y,child
72_09,72,9,B1,B1,K1,Y,parent
72_10,72,10,H1,E1,H1,Y,child
72_31,72,31,F1,F1,B1,Y,child
72_32,72,32,D1,H1,D1,Y,parent
72_33,72,33,G1,E1,G1,Y,child
72_34,72,34,I1,I1,A1,Y,parent
72_35,72,35,E1,A1,E1,Y,child
72_36,72,36,H1,D1,H1,Y,parent
72_37,72,37,B1,C1,B1,N,child
72_38,72,38,K1,A1,K1,Y,parent
72_39,72,39,A1,H1,A1,Y,child
72_40,72,40,C1,C1,I1,Y,parent
73_01,73,1,K1,B1,K1,Y,parent
73_02,73,2,E1,E1,I1,N,child
73_03,73,3,B1,K1,B1,Y,parent
73_04,73,4,C1,C1,H1,Y,child
73_05,73,5,F1,F1,K1,N,parent
73_06,73,6,D1,D1,E1,Y,child
73_07,73,7,A1,D1,A1,Y,parent
73_08,73,8,I1,I1,B1,Y,child
73_09,73,9,G1,C1,G1,Y,parent
73_10,73,10,H1,A1,H1,Y,child
73_31,73,31,K1,K1,D1,Y,child
73_32,73,32,C1,C1,I1,Y,parent
73_33,73,33,B1,B1,C1,Y,child
73_34,73,34,D1,F1,D1,Y,parent
73_35,73,35,A1,A1,I1,Y,child
73_36,73,36,I1,I1,E1,Y,parent
73_37,73,37,F1,F1,C1,Y,child
73_38,73,38,E1,E1,A1,Y,parent
73_39,73,39,G1,K1,G1,Y,child
73_40,73,40,H1,E1,H1,Y,parent
74_01,74,1,H1,H1,A1,Y,parent
74_02,74,2,G1,K1,G1,Y,child
74_03,74,3,E1,I1,E1,Y,parent
74_04,74,4,B1,C1,B1,Y,child
74_05,74,5,A1,K1,A1,Y,parent
74_06,74,6,C1,A1,C1,Y,child
74_07,74,7,F1,F1,C1,Y,parent
74_08,74,8,D1,D1,F1,Y,child
74_09,74,9,K1,F1,K1,Y,parent
74_10,74,10,I1,I1,C1,Y,child
74_31,74,31,E1,A1,E1,Y,child
74_32,74,32,G1,D1,G1,Y,parent
74_33,74,33,F1,G1,F1,Y,child
74_34,74,34,D1,D1,K1,Y,parent
74_35,74,35,K1,K1,B1,Y,child
74_36,74,36,B1,B1,D1,Y,parent
74_37,74,37,A1,A1,I1,Y,child
74_38,74,38,C1,I1,C1,N,parent
74_39,74,39,H1,E1,H1,Y,child
74_40,74,40,I1,I1,E1,Y,parent
75_01,75,1,F1,B1,F1,Y,parent
75_02,75,2,B1,B1,D1,Y,child
75_03,75,3,D1,D1,E1,Y,parent
75_04,75,4,K1,K1,F1,Y,child
75_05,75,5,G1,D1,G1,Y,parent
75_06,75,6,E1,E1,A1,Y,child
75_07,75,7,A1,K1,A1,Y,parent
75_08,75,8,C1,H1,C1,Y,child
75_09,75,9,H1,H1,E1,Y,parent
75_10,75,10,I1,I1,A1,Y,child
75_31,75,31,F1,F1,G1,Y,child
75_32,75,32,C1,C1,A1,Y,parent
75_33,75,33,D1,H1,D1,Y,child
75_34,75,34,I1,C1,I1,Y,parent
75_35,75,35,A1,A1,I1,Y,child
75_36,75,36,B1,K1,B1,Y,parent
75_37,75,37,G1,G1,C1,Y,child
75_38,75,38,K1,K1,B1,Y,parent
75_39,75,39,H1,H1,D1,Y,child
75_40,75,40,E1,H1,E1,Y,parent
